Institution_Name,Country,Country_Code,Region,Size,Focus,Research,Age,Status,Rank_2026,Previous_Rank_2025,Rank_2024,Rank_2023,Overall_Score_2026,Overall_Score_2024,Academic_Reputation_Score_2026,Academic_Reputation_Rank_2026,Employer_Reputation_Score_2026,Employer_Reputation_Rank_2026,Faculty_Student_Score_2026,Faculty_Student_Rank_2026,Citations_per_Faculty_Score_2026,Citations_per_Faculty_Rank_2026,International_Faculty_Score_2026,International_Faculty_Rank_2026,International_Students_Score_2026,International_Students_Rank_2026,International_Students_Diversity_Score_2026,International_Students_Diversity_Rank_2026,International_Research_Network_Score_2026,International_Research_Network_Rank_2026,Employment_Outcomes_Score_2026,Employment_Outcomes_Rank_2026,Sustainability_Score_2026,Sustainability_Rank_2026,Academic_Reputation_Score_2024,Academic_Reputation_Rank_2024,Employer_Reputation_Score_2024,Employer_Reputation_Rank_2024,Faculty_Student_Score_2024,Faculty_Student_Rank_2024,Citations_per_Faculty_Score_2024,Citations_per_Faculty_Rank_2024,International_Faculty_Score_2024,International_Faculty_Rank_2024,International_Students_Score_2024,International_Students_Rank_2024,International_Research_Network_Score_2024,International_Research_Network_Rank_2024,Employment_Outcomes_Score_2024,Employment_Outcomes_Rank_2024,Sustainability_Score_2024,Sustainability_Rank_2024
Kent State University,United States,US,Americas,L,FO,VH,5,Public,1001-1200,1001-1200,1001-1200,1001-1200,-,-,7.0,701+,4.8,701+,9.0,801+,20.0,711,25.4,645,15.7,801+,11.9,801+,62.5,659,11.3,801+,40.8,801+,5.9,601+,4.1,601+,6.6,701+,15.1,633,27.2,506,4.8,701+,7.5,701+,10.4,701+,4.4,701+
Kenyatta University,Kenya,KE,,XL,CO,MD,,,,,1201-1400,,,-,,,,,,,,,,,,,,,,,,,,,7.1,601+,8.0,601+,1.4,701+,1.3,701+,,,,,1.0,701+,15.1,555,,
Khalifa University of Science and Technology,United Arab Emirates,AE,Asia,S,SP,VH,2,Public,177,202,=230,181=,58.8,41.6,34.3,356,42.8,314,83.2,152,83.9,131,100.0,11,83.0,206,82.5,186,81.1,329,12.6,801+,68.1,349=,19.7,448,20.4,451,87.2,98,48.3,281,100.0,10,75.3,184,29.6,459,9,701+,66.5,220=
Kharkiv National University of Radio Electronics,Ukraine,UA,Europe,M,SP,HI,4,Public,1201-1400,1201-1400,1201-1400,1001-1200,-,-,3.2,701+,22.5,591,31.1,615,2.2,801+,1.8,801+,10.7,801+,14.9,801+,12.9,801+,4.7,801+,33.3,801+,3.7,601+,13.1,601+,26.0,569,1.5,701+,1.4,701+,10.9,696,1.0,701+,10.5,701+,2.1,701+
Khazar University,Azerbaijan,,Asia,M,CO,MD,,Private not for Profit,951-1000,,,,-,,7.8,701+,15.1,701+,60.6,297,3.3,801+,82.3,277,37.1,525,35.8,538,7.6,801+,11.9,801+,27.5,801+,,,,,,,,,,,,,,,,,,
Khoja Akhmet Yassawi International Kazakh-Turkish University,Kazakhstan,KZ,Asia,M,FC,MD,3,Public,761-770,801-850,781-790,701-750,-,-,19.1,646,46.3,287,57.5,316,1.3,801+,27.8,612,45.5,442,40.0,503,4.1,801+,10.7,801+,30.1,801+,14.6,593,20.9,443,53.0,294,1.2,701+,8.5,701+,15.5,611,1.0,701+,11.6,701+,4.4,701+
Khon Kaen University,Thailand,TH,Asia,XL,FC,HI,4,Public,901-950,951-1000,951-1000,801-1000,-,-,26.6,472,22.6,585,11.7,801+,8.8,801+,6.4,801+,3.3,801+,7.6,801+,57.1,733,5.9,801+,59.9,504=,16.4,536,12.1,601+,8.1,701+,4.1,701+,6.9,701+,2.7,701+,3.3,701+,9.7,701+,29.9,449=
Khulna University,Bangladesh,BD,Asia,M,CO,HI,3,,1401+,1201-1400,1401+,,-,-,8.6,701+,7.9,701+,14.3,801+,8.6,801+,,,,,,,20.8,801+,4.3,801+,25.4,801+,5.9,601+,5.3,601+,,,,,,,,,1.0,701+,,,,
Khulna University of Engineering and Technology,Bangladesh,BD,Asia,M,SP,HI,3,Public,1401+,1201-1400,1201-1400,,-,-,7.3,701+,16.7,701+,10.5,801+,13.4,801+,1.4,801+,,,,,12.6,801+,4.5,801+,22.0,801+,5.9,601+,11.4,601+,11.2,701+,4.8,701+,,,,,1.0,701+,8.3,701+,1,701+
Kindai University (Kinki University),Japan,JP,,XL,FC,HI,4,C,,,1201-1400,1201-1400,,-,,,,,,,,,,,,,,,,,,,,,5.3,601+,4.6,601+,10.6,701+,4.5,701+,16.4,646,2.1,701+,1.2,701+,7.8,701+,1.1,701+
Kindai University (previously Kinki University),Japan,,Asia,XL,FC,HI,,Private for Profit,1401+,1201-1400,,,-,,5.3,701+,6.4,701+,10.2,801+,8.6,801+,25.7,637,3.2,801+,7.4,801+,30.4,801+,1.7,801+,41.2,801+,,,,,,,,,,,,,,,,,,
King Abdul Aziz University (KAU),Saudi Arabia,,Asia,XL,FC,VH,,Public,163,149,,,60.7,,67.5,145,76.6,118,41.4,490,47.8,390,83.1,270,9.2,801+,14.9,801+,95.0,84,44.9,392,77.5,206=,,,,,,,,,,,,,,,,,,
King Abdulaziz University (KAU),Saudi Arabia,SA,,XL,FC,VH,4,A,,,=143,106=,,52.0,,,,,,,,,,,,,,,,,,,,,54.5,143,61.6,127,52.5,300,37.5,374,97.5,124,23.1,500,84.4,121,17.3,483,43.5,342=
King Fahd University of Petroleum & Minerals,Saudi Arabia,SA,Asia,M,FO,VH,4,Public,67,101,=180,160,76.5,48.0,53.5,206,75.6,124,92.4,93,93.2,85,100.0,27,76.2,250,76.6,228,81.0,330,97.8,48,62.7,444=,32.9,267,36.5,268,82.8,124,65.8,165,100.0,24,31.8,402,25.7,492,38.9,185,20.9,536=
King Faisal University,Saudi Arabia,SA,Asia,L,FC,HI,3,Public,648,761-770,851-900,801-1000,26.8,-,25.3,506,29.8,476,24.5,743,6.3,801+,99.4,121,11.0,801+,14.9,801+,66.0,609,14.9,801+,54.3,617=,15.0,585,8.6,601+,11.4,701+,2.4,701+,99.2,95,2.0,701+,3.1,701+,7.5,701+,1.1,701+
King Khalid University,Saudi Arabia,SA,Asia,L,FC,VH,3,Public,535,601-610,761-770,701-750,30.6,-,25.8,489,17.6,701+,64.6,274,7.0,801+,100.0,30,35.9,535,26.9,658,84.4,266,2.7,801+,45.7,801+,12.8,601+,5.1,601+,43.0,366,2.2,701+,100.0,31,10.2,701+,7.8,701+,7.8,701+,1.1,701+
King Mongkut's Institute of Technology Ladkrabang,Thailand,TH,Asia,L,CO,VH,4,Public,1201-1400,1201-1400,1201-1400,1201-1400,-,-,13.5,701+,11.4,701+,6.3,801+,6.1,801+,31.2,576,4.2,801+,8.5,801+,20.2,801+,10.7,801+,36.7,801+,8.1,601+,7.4,601+,4.8,701+,3.1,701+,15.7,656,1.6,701+,1.1,701+,9.5,701+,1.3,701+
King Mongkut's University of Technology North Bangkok,Thailand,TH,Asia,L,FO,VH,3,Public,1201-1400,1201-1400,1201-1400,,-,-,13.4,701+,11.9,701+,5.3,801+,7.3,801+,3.8,801+,1.4,801+,5.8,801+,31.1,801+,3.1,801+,31.7,801+,8.1,601+,5.8,601+,3.7,701+,3.0,701+,3.4,701+,1.1,701+,1.1,701+,8.3,701+,1.1,701+
King Mongkut's University of Technology Thonburi,Thailand,TH,Asia,L,CO,VH,3,Public,901-950,951-1000,951-1000,801-1000,-,-,20.8,596,15.1,701+,17.9,801+,17.7,757,11.7,801+,7.1,801+,11.5,801+,45.0,801+,3.1,801+,61.5,467=,13.1,601+,7.2,601+,14.0,701+,7.6,701+,12.5,701+,3.5,701+,1.6,701+,8.4,701+,49.4,312=
King's College London,United Kingdom,UK,,XL,FC,VH,5,A,,,40,37,,79.3,,,,,,,,,,,,,,,,,,,,,89.5,46,82.3,68,64.6,215,61.1,201,98.8,99,100.0,23,99.2,14,34.4,223,81.1,142=
King's College London (KCL),United Kingdom,,Europe,XL,FC,VH,,Public,31,40,,,88.3,,96.2,44,91.8,65,74.4,202,70.2,215,99.5,115,99.0,70,99.0,61,98.4,19,76.4,174,96.5,14,,,,,,,,,,,,,,,,,,
King Saud University,Saudi Arabia,SA,Asia,XL,FC,VH,4,Public,143,200,=203,237=,63.1,45.2,54.8,204,57.7,201,55.7,336,65.6,244,100.0,89,29.2,600,35.2,549,96.8,41,99.4,23,63.1,439=,36.9,236,21.3,435,64.2,218,32.2,419,99.7,83,21.3,525,88.6,92,71.7,67,75.8,171=
"Kingston University, London",United Kingdom,UK,Europe,L,CO,HI,3,Public,660,601-610,601-610,601-650,26.5,-,20.7,598,24.6,547,7.2,801+,12.7,801+,77.3,309,95.8,115,96.1,98,52.0,801+,16.4,801+,49.5,715=,17.5,506,12.6,601+,6.1,701+,8.7,701+,71.9,265,99.4,45,9.2,690,14.1,605,9.8,669=
"KIT, Karlsruhe Institute of Technology",Germany,DE,,L,CO,VH,4,A,,,119,141=,,56.4,,,,,,,,,,,,,,,,,,,,,45.6,182,76.8,76,36.0,443,71.9,139,70.4,275,46.7,312,76.0,166,38.7,187,23.9,504=
Kobe University,Japan,JP,Asia,L,FC,VH,4,Public,482,465,=476,363=,33,24.3,36.9,324,39.0,353,45.0,434,19.4,725,11.2,801+,10.7,801+,15.9,801+,53.3,791,27.0,608,73.3,269=,28.5,308,38.8,248,53.2,292,11.6,701+,7.4,701+,7.7,701+,8.7,701+,11.9,701+,10.9,658=
Koc University,Turkey,,Asia,M,FC,VH,,Private not for Profit,323,401,,,43.1,,36.0,338,77.5,113,21.0,801+,52.6,359,30.1,584,22.2,697,27.7,643,50.4,801+,10.8,801+,62.4,450=,,,,,,,,,,,,,,,,,,
Konkuk University,Republic of Korea,,Asia,L,FC,VH,,Private not for Profit,654,721-730,,,26.6,,11.6,701+,12.8,701+,61.3,292,34.1,537,16.2,774,43.9,458,49.1,424,52.5,799,14.7,801+,61.8,460=,,,,,,,,,,,,,,,,,,
Konkuk University ,South Korea,KR,,L,FC,VH,4,B,,,801-850,651-700,,-,,,,,,,,,,,,,,,,,,,,,9.4,601+,9.3,601+,59.0,241,13.8,660,7.7,701+,9.8,701+,2.8,701+,9.9,701+,2.3,701+
Kookmin University,Republic of Korea,,Asia,L,CO,HI,,Private for Profit,1001-1200,1201-1400,,,-,,5.3,701+,6.2,701+,51.0,371,5.3,801+,7.0,801+,63.5,316,63.9,311,9.9,801+,5.2,801+,43.7,801+,,,,,,,,,,,,,,,,,,
Kookmin University ,South Korea,KR,,L,CO,HI,4,C,,,1001-1200,1001-1200,,-,,,,,,,,,,,,,,,,,,,,,5.2,601+,4.0,601+,28.8,535,3.5,701+,5.5,701+,21.0,535,1.0,701+,6.5,701+,1,701+
Korea University,Republic of Korea,,Asia,L,FC,VH,,Private not for Profit,61,67,,,79.6,,89.2,70,95.4,48,77.0,183,68.2,229,24.5,656,64.0,311,67.5,287,67.7,573,93.6,83,85.9,101,,,,,,,,,,,,,,,,,,
Korea University,South Korea,KR,,L,FC,VH,4,B,,,79,74,,64.7,,,,,,,,,,,,,,,,,,,,,82.2,64,94.0,40,81.0,137,36.6,382,13.6,694,36.3,370,19.6,546,70.6,71,58.6,255=
Korkyt Ata Kyzylorda University,Kazakhstan,KZ,,M,FO,MD,4,A,,,1201-1400,,,-,,,,,,,,,,,,,,,,,,,,,5.9,601+,6.3,601+,5.1,701+,1.0,701+,2.6,701+,1.2,701+,1.0,701+,12.4,701+,1.3,701+
Koç University,Turkey,TR,,M,FC,HI,3,B,,,=431,477=,,26.2,,,,,,,,,,,,,,,,,,,,,22.4,393,47.3,187,24.0,591,28.6,448,27.3,504,11.2,687,6.4,701+,11,701+,29.9,449=
KTH Royal Institute of Technology,Sweden,SE,Europe,L,FO,VH,5,Public,78,74,=73,89,73.6,66.4,60.2,174,62.1,183,68.3,242,88.2,109,95.6,171,81.8,215,60.9,331,91.7,147,72.7,197,89.8,66,45.7,181,51.1,162,66.2,201,90.2,74,93.2,162,68.1,217,80.7,142,56.9,108,96.1,44=
KU Leuven,Belgium,BE,Europe,XL,FC,VH,5,Public,60,63,61,76,79.7,70.1,93.0,53,63.5,169,9.6,801+,94.7,75,95.8,166,65.1,307,48.5,428,99.5,4,83.5,143,94.7,25,84.6,56,42.4,220,7.0,701+,92.7,66,93.1,163,45.7,318,99.9,6,56.1,111,75.6,173=
Kumamoto University,Japan,JP,Asia,M,FC,VH,4,Public,951-1000,951-1000,901-950,651-700,-,-,9.2,701+,4.4,701+,67.5,249,21.4,692,8.2,801+,6.9,801+,11.4,801+,33.9,801+,3.4,801+,50.4,696=,7.6,601+,3.1,601+,56.0,266,12.3,691,5.9,701+,3.4,701+,3.1,701+,8.1,701+,1.9,701+
Kuwait University,Kuwait,KW,Asia,XL,FC,HI,4,Public,781-790,801-850,851-900,1001-1200,-,-,20.9,594,17.5,701+,9.4,801+,5.5,801+,24.1,662,32.0,567,37.8,519,55.1,769,97.1,56,58.3,539=,13.6,601+,8.3,601+,6.4,701+,2.2,701+,30.4,487,21.0,534,10.9,654,51.3,128,18.8,555=
Kwame Nkrumah University of Science and Technology,Ghana,GH,Africa,XL,CO,HI,,,1201-1400,1201-1400,1401+,,-,-,10.2,701+,9.2,701+,6.0,801+,3.9,801+,,,,,,,65.9,611,49.9,344,42.3,801+,5.9,601+,7.6,601+,,,,,,,,,10.8,656,,,,
Kwansei Gakuin University,Japan,JP,,L,CO,HI,4,B,,,1201-1400,1201-1400,,-,,,,,,,,,,,,,,,,,,,,,4.2,601+,6.4,601+,4.5,701+,2.5,701+,24.4,543,3.9,701+,1.0,701+,10.6,701+,1,701+
Kyoto Institute of Technology,Japan,JP,Asia,S,FO,VH,4,Public,1201-1400,1201-1400,1001-1200,1001-1200,-,-,8.0,701+,6.3,701+,18.6,801+,18.7,741,15.3,801+,13.6,801+,17.1,801+,13.2,801+,1.8,801+,24.6,801+,6.4,601+,4.0,601+,16.2,701+,12.9,678,11.0,701+,7.9,701+,1.0,701+,7.8,701+,1.1,701+
Kyoto University,Japan,JP,Asia,L,FC,VH,5,Public,57,50,46,36,80.2,76.3,99.7,19,99.3,22,94.3,80,50.9,369,22.9,675,29.2,601,35.1,551,85.5,247,85.9,132,84.0,124=,98.7,20,99.1,14,94.7,63,49.3,270,14.9,670,20.8,538,57.3,266,53.2,118,88.4,103=
Kyrgyz National University,Kyrgyzstan,,Asia,L,CO,LO,,Public,1201-1400,,,,-,,14.3,701+,12.6,701+,28.4,671,1.1,801+,2.6,801+,14.0,801+,16.2,801+,4.5,801+,51.7,327,,,,,,,,,,,,,,,,,,,,
Kyrgyz Russian Slavic University,Kyrgyzstan,,Asia,M,CO,MD,,Public,1001-1200,851-900,,,-,,10.9,701+,13.4,701+,99.9,30,1.0,801+,,,,,,,1.6,801+,35.4,486,,,,,,,,,,,,,,,,,,,,
Kyrgyz State Technical University named after I. Razzakov,Kyrgyzstan,,Asia,L,SP,LO,,Public,1201-1400,1201-1400,,,-,,16.1,701+,15.1,701+,13.9,801+,1.0,801+,10.7,801+,11.5,801+,14.2,801+,1.1,801+,30.6,542,8.5,801+,,,,,,,,,,,,,,,,,,
Kyrgyz-Turkish Manas University,Kyrgyzstan,KG,Asia,S,CO,HI,3,Public,951-1000,901-950,851-900,801-1000,-,-,19.2,642,23.0,579,14.5,801+,3.0,801+,95.3,175,28.2,613,26.6,663,8.2,801+,7.9,801+,33.1,801+,13.0,601+,7.3,601+,12.2,701+,1.6,701+,85.3,206,24.7,478,1.0,701+,14.5,578,,
Kyung Hee University,Republic of Korea,,Asia,L,FC,VH,,Private not for Profit,331,328,,,42.5,,34.6,349,43.0,312,86.2,125,25.9,625,19.8,715,68.5,286,71.5,256,66.8,592,21.6,698,74.9,237=,,,,,,,,,,,,,,,,,,
Kyung Hee University,South Korea,KR,,L,FC,VH,4,B,,,=332,270=,,32.5,,,,,,,,,,,,,,,,,,,,,28.0,312,41.6,224,84.8,106,14.0,657,14.2,684,54.0,272,16.7,577,12.1,701+,33.5,413=
Kyungpook National University,Republic of Korea,,Asia,L,FC,VH,,Public,519,516,,,31.3,,18.0,680,20.3,649,78.5,175,29.6,593,18.7,733,44.6,452,49.7,417,55.8,752,15.5,801+,68.3,344=,,,,,,,,,,,,,,,,,,
Kyungpook National University,South Korea,KR,,L,FC,VH,4,A,,,=520,501-510,,22.6,,,,,,,,,,,,,,,,,,,,,11.1,601+,18.0,486,64.5,217,17.2,597,9.8,701+,20.1,545,7.7,701+,43.1,168,54.6,279=
Kyushu Institute of Technology,Japan,JP,Asia,M,SP,VH,5,Public,1001-1200,1001-1200,1001-1200,1001-1200,-,-,5.0,701+,9.0,701+,12.9,801+,37.5,499,10.4,801+,5.9,801+,10.1,801+,21.6,801+,1.8,801+,34.9,801+,4.7,601+,5.4,601+,11.3,701+,23.0,514,9.0,701+,4.6,701+,1.1,701+,8,701+,1,701+
Kyushu University,Japan,JP,Asia,L,FC,VH,5,Public,170,167,=164,135,59.3,49.7,71.3,130,72.1,140,87.1,121,34.2,534,24.5,657,39.0,502,44.5,468,76.4,416,20.9,710,74.8,241=,57.4,132,70.0,104,85.7,103,23.9,503,14.7,671,25.6,467,32.8,436,15.4,547,77.7,163=
L.N. Gumilyov Eurasian National University,Kazakhstan,,Asia,L,FO,VH,,Public,317,321,,,43.9,,40.1,300,85.8,86,94.7,78,2.0,801+,84.6,262,25.8,649,27.2,650,31.4,801+,7.5,801+,46.6,801+,,,,,,,,,,,,,,,,,,
L.N. Gumilyov Eurasian National University (ENU),Kazakhstan,KZ,,L,FO,VH,3,A,,,=355,277,,30.9,,,,,,,,,,,,,,,,,,,,,29.5,293,51.7,157,96.8,53,1.4,701+,59.3,319,5.7,701+,1.1,701+,10.9,701+,9.6,678=
La Trobe University,Australia,AU,Oceania,L,CO,VH,4,Public,233,217,242,316,52.1,40.3,33.4,365,29.0,488,13.2,801+,87.8,110,95.6,173,97.4,97,97.5,85,82.1,310,28.0,594,82.2,146=,22.6,388,20.2,453,6.9,701+,77.5,124,94.4,156,98.4,57,45.8,337,14.3,591,28.9,460=
Lahore University of Management Sciences (LUMS),Pakistan,PK,Asia,S,CO,VH,3,Private not for Profit,555,535,=540,601-650,29.7,21.8,21.4,578,77.3,114,28.8,660,16.5,775,10.8,801+,3.1,801+,7.3,801+,26.2,801+,48.4,358,45.0,801+,15.7,555,72.0,97,35.1,452,6.0,701+,7.3,701+,1.9,701+,1.1,701+,22.2,373,1.4,701+
Lancaster University,United Kingdom,UK,Europe,L,FC,VH,4,Public,157,141,122,146,61.4,55.7,51.2,217,45.8,296,36.1,555,77.5,166,96.4,161,93.3,141,93.8,117,87.0,216,38.2,452,89.2,68=,39.7,215,40.2,236,25.2,581,79.3,115,93.6,157,90.6,116,75.3,171,20.7,400,98,24
Lanzhou University,China (Mainland),CN,Asia,XL,CO,VH,5,Public,791-800,721-730,791-800,751-800,-,-,9.4,701+,5.3,701+,43.4,460,47.7,393,3.0,801+,2.2,801+,1.9,801+,69.6,540,11.1,801+,45.3,801+,8.3,601+,2.3,601+,26.3,566,38.1,366,2.5,701+,1.6,701+,15.3,594,6.2,701+,9.8,669=
Lappeenranta-Lahti University of Technology LUT,Finland,FI,Europe,M,SP,VH,4,Public,397,336,=351,388=,37.7,31.2,8.7,701+,15.7,701+,11.9,801+,95.9,63,70.1,334,58.1,354,62.1,321,54.4,778,10.4,801+,72.2,289=,6.9,601+,13.3,601+,11.1,701+,97.7,36,45.2,378,18.2,573,14.7,599,11.4,701+,39,367=
Latvia University of Life Sciences and Technologies,Latvia,,Europe,S,FO,VH,,Public,1201-1400,,,,-,,7.5,701+,10.1,701+,5.7,801+,7.9,801+,1.8,801+,16.5,790,19.1,776,24.1,801+,17.7,768,35.8,801+,,,,,,,,,,,,,,,,,,
Laval University,Canada,,Americas,L,FC,VH,,Public,469,423,,,33.7,,25.3,503,11.3,701+,33.3,585,29.8,590,57.4,402,54.9,378,59.2,345,78.8,371,49.9,347,81.6,154=,,,,,,,,,,,,,,,,,,
Lebanese American University,Lebanon,LB,Asia,M,FC,HI,4,Private not for Profit,535,701-710,661-670,601-650,30.6,-,20.2,610,44.6,301,31.3,612,10.7,801+,80.6,293,26.6,638,31.7,593,78.3,380,29.2,564,58.3,539=,10.5,601+,28.2,342,35.5,447,3.2,701+,78.9,233,26.4,457,1.0,701+,10.4,701+,7.8,701+
Lebanese University,Lebanon,LB,Asia,XL,FC,HI,4,Public,515,567,=577,601-650,31.5,20.5,32.9,372,55.3,219,16.0,801+,3.4,801+,52.2,427,47.2,428,44.1,474,59.9,695,38.9,445,45.2,801+,23.7,364,49.8,171,11.6,701+,2.1,701+,43.3,387,31.9,401,2.3,701+,9.9,701+,2.1,701+
Leeds Beckett University,United Kingdom,UK,Europe,L,CO,HI,3,Public,1001-1200,1001-1200,1001-1200,1001-1200,-,-,5.1,701+,10.3,701+,5.2,801+,13.5,801+,46.9,453,45.2,447,50.3,412,36.6,801+,10.8,801+,61.7,464=,4.4,601+,8.0,601+,4.4,701+,8.1,701+,35.2,453,18.0,574,2.2,701+,11.5,701+,1.6,701+
Lehigh University,United States,US,Americas,M,CO,VH,5,Private not for Profit,668,641-650,=548,591-600,26.3,21.4,7.2,701+,12.4,701+,30.5,625,37.1,501,68.9,339,40.0,490,45.4,459,44.9,801+,45.4,385,61.5,467=,5.8,601+,4.2,601+,26.2,567,38.4,362,62.4,311,29.6,426,9.1,693,28.3,285,47.5,320=
Leibniz University Hannover,Germany,DE,,L,CO,VH,5,A,,,=481,601-650,,23.9,,,,,,,,,,,,,,,,,,,,,21.3,408,33.2,298,16.8,701+,14.8,640,40.5,408,30.6,418,44.3,350,13.1,654,29.9,449=
Leibniz Universität Hannover,Germany,,Europe,L,FO,VH,,Public,433,426,,,35.6,,29.6,419,37.2,378,19.9,801+,33.7,540,54.7,413,33.3,556,39.1,507,80.5,345,20.3,720,78.7,188=,,,,,,,,,,,,,,,,,,
Leiden University,Netherlands,NL,Europe,XL,FC,VH,5,Public,119,141,=126,131=,65.7,54.8,80.4,97,46.3,288,30.3,629,64.9,249,89.7,225,68.4,288,50.9,408,94.3,93,61.2,263,58.6,530=,69.1,95,26.8,362,20.2,659,62.7,190,85.5,204,50.2,292,93.7,61,26.9,303,46,331=
Libera Universita' di Bolzano,Italy,,Europe,S,FO,VH,,Public,643,661-670,,,26.9,,7.8,701+,3.1,701+,20.6,801+,62.4,267,66.1,355,56.3,370,60.5,338,51.9,801+,4.0,801+,37.4,801+,,,,,,,,,,,,,,,,,,
Lincoln University,New Zealand,NZ,Oceania,S,SP,VH,3,Public,407,371,=362,368,37,30.6,13.3,701+,10.7,701+,32.4,597,62.6,264,100.0,55,99.6,53,99.1,58,25.4,801+,45.1,389,62.0,458=,7.9,601+,5.3,601+,39.9,393,51.5,253,100.0,62,91.0,113,1.2,701+,31.7,241,37.8,379=
"Lincoln University College, Malaysia",Malaysia,,Asia,S,CO,HI,,Private for Profit,638,,,,27.1,,11.1,701+,26.0,521,95.6,69,1.8,801+,100.0,75,100.0,26,99.2,55,5.2,801+,5.3,801+,12.5,801+,,,,,,,,,,,,,,,,,,
"Lingnan University, Hong Kong",Hong Kong,HK,,S,SP,,2,A,,,641-650,601-650,,-,,,,,,,,,,,,,,,,,,,,,9.3,601+,5.5,601+,14.6,701+,16.3,611,100.0,32,95.0,88,1.1,701+,8,701+,1.1,701+
"Lingnan University, Hong Kong","Hong Kong SAR, China",,Asia,S,CO,VH,,Public,701-710,711-720,,,-,,16.0,701+,12.5,701+,19.3,801+,22.3,681,100.0,38,99.6,55,93.1,126,10.6,801+,5.0,801+,47.0,789=,,,,,,,,,,,,,,,,,,
Linköping University,Sweden,SE,Europe,L,CO,VH,3,Public,310,304,=268,320=,44.5,37.5,25.4,501,32.2,446,50.2,382,55.2,328,85.8,255,46.3,437,48.3,430,81.5,320,50.8,336,68.2,346=,19.0,470,26.6,363,34.8,457,48.8,277,77.8,239,30.3,420,57.9,260,34.7,221,87.4,108=
Liverpool John Moores University,United Kingdom,UK,Europe,L,CO,VH,3,Public,851-900,801-850,751-760,801-1000,-,-,13.5,701+,12.0,701+,9.6,801+,20.4,707,53.8,420,21.2,707,27.3,648,89.7,178,11.5,801+,53.9,624=,9.9,601+,6.8,601+,8.4,701+,14.5,645,48.1,365,24.4,480,56.2,278,10.4,701+,24.4,497=
Lobachevsky State University of Nizhni Novgorod,Russia,,Europe,L,FO,VH,,Public,1001-1200,1001-1200,,,-,,10.0,701+,8.2,701+,50.9,372,3.5,801+,2.6,801+,37.0,526,42.6,487,18.0,801+,3.9,801+,38.2,801+,,,,,,,,,,,,,,,,,,
Lobachevsky University,Russia,RU,,L,FO,VH,5,A,,,1001-1200,751-800,,-,,,,,,,,,,,,,,,,,,,,,8.8,601+,3.7,601+,45.9,342,2.1,701+,2.2,701+,21.9,516,1.3,701+,8.5,701+,5.9,701+
Lodz University,Poland,,Europe,L,CO,VH,,Public,951-1000,901-950,,,-,,15.4,701+,7.3,701+,47.9,406,6.9,801+,5.7,801+,19.0,743,25.1,684,75.7,427,21.0,705,29.8,801+,,,,,,,,,,,,,,,,,,
Lodz University of Technology,Poland,PL,Europe,M,SP,VH,4,Public,1001-1200,1001-1200,1001-1200,801-1000,-,-,6.0,701+,7.3,701+,59.0,306,16.0,784,4.1,801+,8.3,801+,12.4,801+,49.2,801+,4.1,801+,40.3,801+,5.4,601+,3.7,601+,42.4,372,8.3,701+,4.2,701+,3.5,701+,7.8,701+,8.4,701+,3.9,701+
Lomonosov Moscow State University,Russia,RU,Europe,L,FC,VH,5,Public,105,94,=87,75,67.6,62.2,83.7,83,87.9,80,99.9,26,7.3,801+,25.5,641,96.0,112,96.1,97,87.0,214,98.3,37,48.8,734=,81.2,69,78.3,74,99.8,26,4.6,701+,20.3,587,92.3,105,85.2,115,82.2,48,13.4,631=
London Metropolitan University,United Kingdom,UK,Europe,L,CO,MD,2,Public,1001-1200,1001-1200,901-950,801-1000,-,-,5.9,701+,7.3,701+,4.7,801+,7.0,801+,68.5,340,97.6,95,97.7,84,22.4,801+,20.8,713,20.9,801+,5.5,601+,2.9,601+,4.5,701+,3.2,701+,60.8,315,100.0,18,1.0,701+,14,609,1,701+
London School of Economics and Political Science (LSE),United Kingdom,,Europe,L,FO,VH,,Public,56,50,,,80.5,,80.6,96,99.4,20,47.2,417,64.0,256,100.0,41,100.0,14,100.0,9,76.4,417,99.9,14,92.7,39=,,,,,,,,,,,,,,,,,,
London South Bank University,United Kingdom,UK,Europe,L,FO,VH,3,Public,901-950,801-850,851-900,801-1000,-,-,4.9,701+,6.3,701+,13.6,801+,8.5,801+,94.1,192,98.1,87,98.2,75,47.7,801+,15.2,801+,50.8,688=,3.5,601+,2.9,601+,8.3,701+,5.6,701+,78.2,237,95.9,83,2.3,701+,11.1,701+,1.1,701+
Loughborough University,United Kingdom,UK,Europe,L,CO,VH,4,Public,225,224,212,256=,53.3,44.2,42.8,277,64.5,165,26.9,699,50.6,371,94.6,183,71.1,269,73.9,242,81.4,324,33.2,509,87.9,80=,30.5,283,66.8,116,23.6,604,34.6,392,87.3,198,63.5,237,77.1,162,18.8,446,63.4,231
Louisiana State University,United States,US,Americas,XL,CO,VH,5,Public,851-900,901-950,801-850,801-1000,-,-,14.1,701+,12.9,701+,9.6,801+,23.8,659,22.4,682,6.9,801+,12.5,801+,63.4,644,36.8,471,75.4,228=,9.7,601+,8.3,601+,7.1,701+,16.2,612,10.1,701+,4.1,701+,15.5,589,17.2,487,70.7,200
Lovely Professional University (LPU),India,,Asia,XL,CO,VH,,Private not for Profit,901-950,,,,-,,20.0,615,27.3,504,17.1,801+,10.9,801+,14.0,801+,7.0,801+,11.5,801+,73.7,477,1.7,801+,49.4,719=,,,,,,,,,,,,,,,,,,
