University Name,Country,THE Rank,QS Rank,THE Overall Score,QS Overall Score,Academic Reputation,Employer Reputation,Teaching Score,Research Score,THE Citation Score,QS Citation Score,Industry Income,Faculty Student Score,Student Staff Ratio,Number of Students,International Students %,International Faculty Score,International Students Score,International Research Network,International Outlook,Employment Outcomes,Sustainability Score
Government College University Faisalabad,Pakistan,601-800,,37.0-41.8,,10.95,9.5,20.8,15.0,83.4,10.4,32.7,16.85,26.5,21518.0,0.0,13.5,10.25,6.95,48.2,11.8,8.4
Reykjavík University,Iceland,601-800,,37.0-41.8,,10.95,9.5,15.6,24.0,76.1,10.4,28.7,16.85,24.2,2940.0,0.1,13.5,10.25,6.95,64.4,11.8,8.4
University of the West of Scotland,United Kingdom,601-800,,37.0-41.8,,10.95,9.5,24.4,16.0,66.5,10.4,24.2,16.85,24.6,14005.0,0.25,13.5,10.25,6.95,86.9,11.8,8.4
South China Normal University,China,601-800,,37.0-41.8,,10.95,9.5,22.9,21.7,63.9,10.4,51.4,16.85,18.9,33133.0,0.03,13.5,10.25,6.95,37.4,11.8,8.4
"University of Engineering and Technology, Taxila",Pakistan,601-800,,37.0-41.8,,10.95,9.5,16.4,12.8,82.6,10.4,17.1,16.85,19.4,5561.0,0.02,13.5,10.25,6.95,48.5,11.8,8.4
Zhejiang Normal University,China,601-800,,37.0-41.8,,10.95,9.5,20.3,19.0,75.4,10.4,54.1,16.85,12.2,28884.0,0.05,13.5,10.25,6.95,35.6,11.8,8.4
Qingdao University,China,601-800,,37.0-41.8,,10.95,9.5,17.8,18.4,84.1,10.4,40.0,16.85,15.1,42668.0,0.01,13.5,10.25,6.95,24.4,11.8,8.4
King Saud bin Abdulaziz University for Health Sciences,Saudi Arabia,601-800,,37.0-41.8,,10.95,9.5,40.8,21.7,43.6,10.4,36.1,16.85,13.0,8594.0,0.01,13.5,10.25,6.95,64.4,11.8,8.4
Prince Sattam Bin Abdulaziz University,Saudi Arabia,601-800,,37.0-41.8,,10.95,9.5,21.3,12.0,80.8,10.4,23.5,16.85,11.9,26740.0,0.02,13.5,10.25,6.95,75.8,11.8,8.4
Abo Akademi University,Finland,501-600,601-610,41.9-45.3,,8.3,6.2,29.5,31.6,59.3,40.7,67.1,23.6,18.2,5637.0,0.13,45.2,15.5,29.5,68.1,11.5,11.8
University of Hail,Saudi Arabia,601-800,,37.0-41.8,,10.95,9.5,22.1,10.5,72.3,10.4,23.5,16.85,11.2,19400.0,0.03,13.5,10.25,6.95,76.8,11.8,8.4
Otto von Guericke University of Magdeburg,Germany,601-800,,37.0-41.8,,10.95,9.5,33.4,18.0,54.4,10.4,51.4,16.85,11.2,13562.0,0.26,13.5,10.25,6.95,74.5,11.8,8.4
University of Foggia,Italy,601-800,,37.0-41.8,,10.95,9.5,24.3,24.7,65.5,10.4,30.6,16.85,33.2,7845.0,0.01,13.5,10.25,6.95,30.3,11.8,8.4
Capital Medical University,China,601-800,,37.0-41.8,,10.95,9.5,35.9,20.9,65.8,10.4,46.0,16.85,4.9,15347.0,0.05,13.5,10.25,6.95,26.4,11.8,8.4
Ontario Tech University,Canada,601-800,,37.0-41.8,,10.95,9.5,18.8,25.0,63.5,10.4,51.9,16.85,30.1,9449.0,0.08,13.5,10.25,6.95,63.2,11.8,8.4
Cankaya University,Turkey,601-800,,37.0-41.8,,10.95,9.5,14.0,15.4,83.4,10.4,17.0,16.85,24.0,6685.0,0.01,13.5,10.25,6.95,51.0,11.8,8.4
Kurdistan University of Medical Sciences,Iran,601-800,,37.0-41.8,,10.95,9.5,40.8,11.2,67.6,10.4,18.8,16.85,10.7,3229.0,0.02,13.5,10.25,6.95,27.9,11.8,8.4
Capital University of Science and Technology,Pakistan,601-800,,37.0-41.8,,10.95,9.5,13.4,16.1,82.0,10.4,22.2,16.85,28.0,6237.0,0.0,13.5,10.25,6.95,46.6,11.8,8.4
University of Cape Coast,Ghana,601-800,,37.0-41.8,,10.95,9.5,16.5,23.8,71.0,10.4,44.6,16.85,38.6,32167.0,0.0,13.5,10.25,6.95,46.9,11.8,8.4
The Open University,United Kingdom,601-800,,37.0-41.8,,10.95,9.5,17.7,16.1,68.7,10.4,52.6,16.85,33.5,81570.0,0.08,13.5,10.25,6.95,63.6,11.8,8.4
Old Dominion University,United States,601-800,,37.0-41.8,,10.95,9.5,26.1,20.4,61.2,10.4,64.0,16.85,18.2,18725.0,0.02,13.5,10.25,6.95,38.1,11.8,8.4
Near East University,Northern Cyprus,601-800,,37.0-41.8,,10.95,9.5,25.9,18.8,66.6,10.4,49.9,16.85,29.2,23137.0,0.86,13.5,10.25,6.95,86.8,11.8,8.4
University of Namur,Belgium,601-800,,37.0-41.8,,10.95,9.5,24.4,27.2,53.7,10.4,62.8,16.85,22.2,6616.0,0.12,13.5,10.25,6.95,69.7,11.8,8.4
Eastern Mediterranean University,Northern Cyprus,601-800,,37.0-41.8,,10.95,9.5,26.0,15.2,73.8,10.4,35.9,16.85,25.4,13809.0,0.75,13.5,10.25,6.95,75.5,11.8,8.4
Nanjing Tech University,China,601-800,,37.0-41.8,,10.95,9.5,21.8,16.2,69.1,10.4,68.1,16.85,13.5,38866.0,0.03,13.5,10.25,6.95,37.1,11.8,8.4
University of Campania Luigi Vanvitelli,Italy,601-800,,37.0-41.8,,10.95,9.5,25.6,9.6,79.0,10.4,47.7,16.85,28.9,28065.0,0.02,13.5,10.25,6.95,31.6,11.8,8.4
"International Institute of Information Technology, Hyderabad",India,601-800,,37.0-41.8,,10.95,9.5,26.0,21.4,71.7,10.4,49.6,16.85,18.3,1905.0,0.07,13.5,10.25,6.95,39.5,11.8,8.4
Bharathiar University,India,601-800,,37.0-41.8,,10.95,9.5,36.7,32.6,48.0,10.4,34.6,16.85,18.2,3887.0,0.0,13.5,10.25,6.95,31.1,11.8,8.4
Guangdong University of Technology,China,601-800,,37.0-41.8,,10.95,9.5,17.2,19.3,79.6,10.4,63.5,16.85,19.0,48569.0,0.0,13.5,10.25,6.95,28.4,11.8,8.4
SRUC (Scotland's Rural College),United Kingdom,601-800,,37.0-41.8,,10.95,9.5,25.3,12.8,79.3,10.4,26.9,16.85,5.5,1465.0,0.08,13.5,10.25,6.95,64.8,11.8,8.4
"Kingston University, London",United Kingdom,801-1000,601-610,32.7-36.9,,17.5,12.6,20.0,15.3,53.2,8.7,52.2,6.1,18.9,14660.0,0.4,71.9,99.4,9.2,91.3,14.1,9.8
Air University,Pakistan,601-800,,37.0-41.8,,10.95,9.5,24.2,12.5,81.5,10.4,39.5,16.85,12.8,7806.0,0.0,13.5,10.25,6.95,48.7,11.8,8.4
The University of Aizu,Japan,601-800,,37.0-41.8,,10.95,9.5,26.6,13.8,58.6,10.4,63.7,16.85,11.5,1221.0,0.12,13.5,10.25,6.95,82.6,11.8,8.4
Jamia Hamdard University,India,601-800,,37.0-41.8,,10.95,9.5,21.1,15.0,74.8,10.4,40.4,16.85,18.5,9831.0,0.03,13.5,10.25,6.95,41.9,11.8,8.4
Drexel University,United States,301-350,601-610,51.1-53.0,,8.4,6.1,44.1,26.0,79.6,35.1,75.6,21.1,11.0,16910.0,0.15,32.8,22.3,28.4,62.2,26.0,34.6
Kashan University of Medical Sciences and Health Services,Iran,601-800,,37.0-41.8,,10.95,9.5,32.9,15.0,75.6,10.4,17.4,16.85,20.5,3265.0,0.03,13.5,10.25,6.95,25.3,11.8,8.4
"Northeastern University, China",China,601-800,,37.0-41.8,,10.95,9.5,31.5,28.1,57.8,10.4,73.7,16.85,13.2,39996.0,0.03,13.5,10.25,6.95,46.7,11.8,8.4
Open University of Catalonia,Spain,601-800,,37.0-41.8,,10.95,9.5,18.4,18.2,75.9,10.4,29.7,16.85,96.5,33296.0,0.06,13.5,10.25,6.95,51.0,11.8,8.4
Nanjing Forestry University,China,601-800,,37.0-41.8,,10.95,9.5,22.6,21.2,79.4,10.4,28.7,16.85,16.5,32345.0,0.01,13.5,10.25,6.95,28.0,11.8,8.4
Roskilde University,Denmark,601-800,,37.0-41.8,,10.95,9.5,21.9,33.4,55.5,10.4,76.1,16.85,15.8,6050.0,0.15,13.5,10.25,6.95,54.6,11.8,8.4
Egypt-Japan University of Science and Technology (E-JUST),Egypt,601-800,,37.0-41.8,,10.95,9.5,34.2,27.6,62.4,10.4,27.7,16.85,18.4,1751.0,0.03,13.5,10.25,6.95,51.5,11.8,8.4
Abdul Wali Khan University Mardan,Pakistan,601-800,,37.0-41.8,,10.95,9.5,18.4,12.6,80.4,10.4,21.8,16.85,22.8,11681.0,0.0,13.5,10.25,6.95,49.0,11.8,8.4
The Catholic University of America,United States,601-800,,37.0-41.8,,10.95,9.5,44.4,20.0,45.6,10.4,68.7,16.85,11.2,3930.0,0.06,13.5,10.25,6.95,51.7,11.8,8.4
University of Arkansas,United States,601-800,,37.0-41.8,,10.95,9.5,27.4,30.5,62.6,10.4,67.3,16.85,18.6,25318.0,0.04,13.5,10.25,6.95,36.2,11.8,8.4
Mashhad University of Medical Sciences,Iran,601-800,,37.0-41.8,,10.95,9.5,34.9,14.7,63.9,10.4,28.5,16.85,9.0,8666.0,0.04,13.5,10.25,6.95,29.7,11.8,8.4
Mazandaran University of Medical Sciences,Iran,601-800,,37.0-41.8,,10.95,9.5,44.1,12.4,65.6,10.4,28.1,16.85,12.4,6715.0,0.01,13.5,10.25,6.95,24.7,11.8,8.4
Iran University of Medical Sciences,Iran,601-800,,37.0-41.8,,10.95,9.5,48.2,16.4,54.5,10.4,39.1,16.85,8.3,9084.0,0.1,13.5,10.25,6.95,38.3,11.8,8.4
Isfahan University of Technology,Iran,601-800,,37.0-41.8,,10.95,9.5,21.5,26.5,62.0,10.4,75.2,16.85,22.7,10529.0,0.01,13.5,10.25,6.95,33.0,11.8,8.4
Imam Khomeini International University,Iran,601-800,,37.0-41.8,,10.95,9.5,30.6,19.6,72.4,10.4,26.7,16.85,25.8,8156.0,0.05,13.5,10.25,6.95,26.9,11.8,8.4
University of Szeged,Hungary,1001-1200,601-610,28.3-32.6,,18.0,12.0,29.9,15.8,40.5,4.9,48.1,44.6,12.3,20050.0,0.2,11.9,50.5,34.6,57.8,9.1,34.9
École des Mines de Saint-Étienne,France,601-800,,37.0-41.8,,10.95,9.5,44.3,31.4,34.5,10.4,77.3,16.85,9.8,1089.0,0.24,13.5,10.25,6.95,70.6,11.8,8.4
École Nationale des Travaux Publics de l'État (ENTPE),France,601-800,,37.0-41.8,,10.95,9.5,32.1,37.0,31.3,10.4,80.8,16.85,14.8,800.0,0.14,13.5,10.25,6.95,67.7,11.8,8.4
Indian Institute of Technology Patna,India,601-800,,37.0-41.8,,10.95,9.5,33.2,24.1,70.6,10.4,19.8,16.85,18.8,2375.0,0.01,13.5,10.25,6.95,22.3,11.8,8.4
Indian Institute of Technology (Indian School of Mines) Dhanbad,India,601-800,,37.0-41.8,,10.95,9.5,37.6,24.1,59.7,10.4,30.0,16.85,16.7,6174.0,0.0,13.5,10.25,6.95,18.4,11.8,8.4
Wroclaw Medical University,Poland,601-800,,37.0-41.8,,10.95,9.5,40.7,13.3,66.9,10.4,36.5,16.85,10.9,8014.0,0.14,13.5,10.25,6.95,37.7,11.8,8.4
University of Rome III,Italy,601-800,,37.0-41.8,,10.95,9.5,23.1,25.3,58.3,10.4,49.5,16.85,46.5,33611.0,0.05,13.5,10.25,6.95,45.4,11.8,8.4
Shahid Beheshti University of Medical Sciences,Iran,601-800,,37.0-41.8,,10.95,9.5,45.1,22.9,49.9,10.4,63.5,16.85,8.0,12057.0,0.04,13.5,10.25,6.95,27.1,11.8,8.4
University of Beira Interior,Portugal,601-800,,37.0-41.8,,10.95,9.5,20.1,22.2,65.4,10.4,36.7,16.85,17.4,8248.0,0.18,13.5,10.25,6.95,52.3,11.8,8.4
Qazvin University of Medical Sciences,Iran,601-800,,37.0-41.8,,10.95,9.5,38.7,11.6,71.9,10.4,18.7,16.85,1.6,480.0,0.02,13.5,10.25,6.95,26.5,11.8,8.4
Babol University of Medical Sciences,Iran,601-800,,37.0-41.8,,10.95,9.5,41.7,12.0,70.5,10.4,18.0,16.85,11.7,4135.0,0.0,13.5,10.25,6.95,21.0,11.8,8.4
Urmia University of Medical Sciences,Iran,601-800,,37.0-41.8,,10.95,9.5,35.3,11.7,69.3,10.4,17.8,16.85,12.4,4556.0,0.05,13.5,10.25,6.95,25.2,11.8,8.4
Tehran University of Medical Sciences,Iran,601-800,,37.0-41.8,,10.95,9.5,50.0,18.5,54.3,10.4,45.1,16.85,6.2,11742.0,0.12,13.5,10.25,6.95,37.5,11.8,8.4
VIT University,India,601-800,,37.0-41.8,,10.95,9.5,27.9,15.6,68.3,10.4,28.9,16.85,18.8,37686.0,0.05,13.5,10.25,6.95,46.2,11.8,8.4
Umm Al-Qura University,Saudi Arabia,601-800,601-610,37.0-41.8,,18.3,9.4,33.3,14.4,62.2,2.0,53.2,56.9,9.6,35180.0,0.07,100.0,17.6,4.5,73.1,8.2,3.1
Universidad de Concepción,Chile,1201-1500,601-610,22.8-28.2,,27.0,35.6,17.3,16.4,38.2,7.4,44.6,13.1,18.2,30174.0,0.02,13.1,2.2,16.3,52.0,9.5,31.6
ISCTE-University Institute of Lisbon,Portugal,601-800,,37.0-41.8,,10.95,9.5,26.4,35.7,56.3,10.4,55.2,16.85,26.7,10353.0,0.17,13.5,10.25,6.95,53.0,11.8,8.4
Malaviya National Institute of Technology,India,601-800,,37.0-41.8,,10.95,9.5,29.9,15.6,76.5,10.4,19.8,16.85,17.3,4715.0,0.0,13.5,10.25,6.95,20.3,11.8,8.4
Saveetha Institute of Medical and Technical Sciences,India,601-800,,37.0-41.8,,10.95,9.5,31.7,10.2,77.8,10.4,17.3,16.85,7.1,11919.0,0.01,13.5,10.25,6.95,58.9,11.8,8.4
Monterrey Institute of Technology,Mexico,601-800,,37.0-41.8,,10.95,9.5,24.0,22.7,61.9,10.4,60.1,16.85,14.9,16693.0,0.12,13.5,10.25,6.95,65.8,11.8,8.4
National Institute of Technology Rourkela,India,601-800,,37.0-41.8,,10.95,9.5,30.6,20.2,64.7,10.4,29.9,16.85,20.6,7661.0,0.04,13.5,10.25,6.95,23.1,11.8,8.4
National Institute of Technology Silchar,India,601-800,,37.0-41.8,,10.95,9.5,32.4,19.5,71.7,10.4,18.4,16.85,16.3,4704.0,0.02,13.5,10.25,6.95,20.5,11.8,8.4
Federation University Australia,Australia,601-800,,37.0-41.8,,10.95,9.5,20.9,17.2,71.3,10.4,41.7,16.85,16.8,9166.0,0.38,13.5,10.25,6.95,85.8,11.8,8.4
Toronto Metropolitan University,Canada,601-800,,37.0-41.8,,10.95,9.5,19.5,32.3,57.3,10.4,70.3,16.85,42.8,39142.0,0.09,13.5,10.25,6.95,62.1,11.8,8.4
Northern Illinois University,United States,601-800,,37.0-41.8,,10.95,9.5,26.3,15.9,60.0,10.4,60.4,16.85,14.3,13248.0,0.06,13.5,10.25,6.95,62.8,11.8,8.4
Xidian University,China,601-800,,37.0-41.8,,10.95,9.5,24.3,25.0,61.0,10.4,77.5,16.85,15.3,37660.0,0.01,13.5,10.25,6.95,25.9,11.8,8.4
Jönköping University,Sweden,601-800,,37.0-41.8,,10.95,9.5,20.1,19.2,78.3,10.4,28.2,16.85,13.0,6910.0,0.13,13.5,10.25,6.95,65.7,11.8,8.4
KIIT University,India,601-800,,37.0-41.8,,10.95,9.5,38.5,15.8,61.5,10.4,52.0,16.85,12.3,24802.0,0.1,13.5,10.25,6.95,39.4,11.8,8.4
Juntendo University,Japan,601-800,,37.0-41.8,,10.95,9.5,37.6,17.1,59.3,10.4,81.4,16.85,5.0,6579.0,0.03,13.5,10.25,6.95,25.3,11.8,8.4
University of Bari Aldo Moro,Italy,601-800,,37.0-41.8,,10.95,9.5,19.8,21.8,78.3,10.4,57.8,16.85,20.0,30486.0,0.02,13.5,10.25,6.95,37.5,11.8,8.4
University of Kashan,Iran,601-800,,37.0-41.8,,10.95,9.5,27.1,19.9,74.7,10.4,21.9,16.85,28.4,8654.0,0.02,13.5,10.25,6.95,24.8,11.8,8.4
University of Tuscia,Italy,601-800,,37.0-41.8,,10.95,9.5,21.4,22.6,77.3,10.4,54.9,16.85,20.0,6223.0,0.04,13.5,10.25,6.95,43.2,11.8,8.4
Harokopio University of Athens,Greece,601-800,,37.0-41.8,,10.95,9.5,25.1,27.4,72.9,10.4,37.4,16.85,44.9,3053.0,0.03,13.5,10.25,6.95,41.1,11.8,8.4
University of Udine,Italy,601-800,,37.0-41.8,,10.95,9.5,28.5,20.2,73.1,10.4,61.1,16.85,19.3,13023.0,0.05,13.5,10.25,6.95,41.8,11.8,8.4
National Institute of Applied Sciences of Lyon (INSA Lyon),France,601-800,,37.0-41.8,,10.95,9.5,37.2,27.0,38.3,10.4,93.8,16.85,18.7,6130.0,0.29,13.5,10.25,6.95,75.1,11.8,8.4
Jawaharlal Nehru University,India,601-800,601-610,37.0-41.8,,29.1,10.6,41.9,24.3,51.8,24.1,33.9,12.2,16.1,9737.0,0.01,13.5,1.6,4.8,23.7,13.2,47.5
Cyprus University of Technology,Cyprus,601-800,,37.0-41.8,,10.95,9.5,29.4,19.1,63.3,10.4,21.9,16.85,15.3,3157.0,0.14,13.5,10.25,6.95,71.2,11.8,8.4
Gabriele d'Annunzio University,Italy,601-800,,37.0-41.8,,10.95,9.5,16.3,18.3,71.7,10.4,59.9,16.85,31.7,23336.0,0.02,13.5,10.25,6.95,40.6,11.8,8.4
Jiangsu University,China,601-800,,37.0-41.8,,10.95,9.5,25.6,14.1,77.5,10.4,51.1,16.85,9.4,35258.0,0.06,13.5,10.25,6.95,55.1,11.8,8.4
Marche Polytechnic University,Italy,601-800,,37.0-41.8,,10.95,9.5,23.2,22.6,75.6,10.4,64.9,16.85,28.9,14332.0,0.05,13.5,10.25,6.95,36.0,11.8,8.4
University of Insubria,Italy,601-800,,37.0-41.8,,10.95,9.5,19.7,22.7,80.4,10.4,43.2,16.85,27.5,10244.0,0.05,13.5,10.25,6.95,42.4,11.8,8.4
Universiti Malaysia Pahang Al-Sultan Abdullah (UMPSA),Malaysia,601-800,,37.0-41.8,,10.95,9.5,27.4,19.0,67.5,10.4,28.3,16.85,13.5,8331.0,0.08,13.5,10.25,6.95,57.9,11.8,8.4
American University in Dubai,United Arab Emirates,,601-610,,,9.8,16.8,25.8,17.2,52.4,1.9,41.0,20.4,14.8,1438.0,0.75,100.0,100.0,1.0,45.3,37.3,1.0
Manipal Academy of Higher Education,India,601-800,,37.0-41.8,,10.95,9.5,45.0,18.5,46.3,10.4,44.9,16.85,9.1,23602.0,0.12,13.5,10.25,6.95,48.3,11.8,8.4
Alagappa University,India,601-800,,37.0-41.8,,10.95,9.5,34.8,12.8,64.8,10.4,23.2,16.85,15.8,5020.0,0.0,13.5,10.25,6.95,44.4,11.8,8.4
Amedeo Avogadro University of Eastern Piedmont,Italy,601-800,,37.0-41.8,,10.95,9.5,12.7,23.5,71.3,10.4,47.1,16.85,40.8,14981.0,0.07,13.5,10.25,6.95,48.2,11.8,8.4
Pusan National University,South Korea,501-600,611-620,41.9-45.3,,23.0,18.5,39.2,39.1,45.1,17.1,86.6,38.0,16.9,17195.0,0.1,10.4,12.4,7.9,37.8,13.3,8.1
National Central University,Taiwan,1001-1200,611-620,28.3-32.6,,21.5,27.1,30.8,24.9,29.7,17.8,88.8,23.0,9.5,11001.0,0.07,12.9,9.1,2.1,44.4,6.5,30.2
Al Ain University,United Arab Emirates,,611-620,,,17.4,11.0,25.8,17.2,52.4,4.2,41.0,11.9,14.6,2913.0,0.6,100.0,100.0,1.4,45.3,11.4,1.0
University of Minho,Portugal,601-800,611-620,37.0-41.8,,15.6,8.7,26.3,30.3,59.3,18.7,74.7,32.8,19.5,20001.0,0.13,19.4,18.0,52.7,51.9,10.2,27.6
Brno University of Technology,Czech Republic,1001-1200,611-620,28.3-32.6,,13.1,34.7,22.2,19.3,39.0,6.7,70.3,22.7,15.5,18137.0,0.25,9.0,70.9,38.6,58.3,14.2,2.7
Martin-Luther-Universität Halle-Wittenberg,Germany,,611-620,,,14.4,4.3,25.8,17.2,52.4,6.9,41.0,82.8,16.3,16267.0,0.06,13.5,9.8,73.4,45.3,7.6,5.8
Auezov South Kazakhstan University,Kazakhstan,,611-620,,,15.2,21.5,25.8,17.2,52.4,1.0,41.0,92.0,6.3,18760.0,0.12,13.3,21.3,1.0,45.3,11.2,1.0
Tokyo Medical and Dental University,Japan,401-500,611-620,45.4-49.0,,11.5,5.8,46.7,31.3,53.4,18.2,99.0,100.0,4.4,2990.0,0.12,3.5,15.3,1.2,39.0,8.0,1.1
Zhengzhou University,China,601-800,621-630,37.0-41.8,,5.4,19.7,18.7,19.8,82.5,65.6,35.8,4.7,15.6,74052.0,0.04,13.5,2.5,4.4,25.2,6.7,3.2
Institut Teknologi Sepuluh Nopember,Indonesia,1201-1500,621-630,22.8-28.2,,15.3,41.0,25.3,10.8,25.4,1.7,35.4,36.9,7.1,20658.0,0.06,43.1,5.2,1.0,42.5,14.5,26.3
University of Kwazulu-Natal,South Africa,501-600,621-630,41.9-45.3,,12.9,11.8,31.5,34.8,63.7,22.8,39.7,6.5,27.6,33039.0,0.02,25.1,1.9,78.1,55.9,28.0,37.8
University of the Basque Country,Spain,601-800,621-630,37.0-41.8,,19.4,6.4,27.0,23.9,65.8,17.4,65.5,34.7,13.8,38301.0,0.05,2.5,3.8,73.6,46.2,7.0,21.2
Asia Pacific University of Technology and Innovation,Malaysia,,621-630,,,6.4,8.6,25.8,17.2,52.4,1.5,41.0,57.8,16.3,16267.0,0.06,89.8,100.0,1.0,45.3,9.4,1.0
Northwestern Polytechnical University,China,301-350,621-630,51.1-53.0,,5.9,2.5,37.4,40.6,74.7,53.6,86.7,46.0,14.5,36797.0,0.04,13.9,4.8,6.1,48.4,10.1,3.2
Stevens Institute of Technology,United States,401-500,621-630,45.4-49.0,,2.7,2.9,26.9,25.3,74.6,52.4,62.4,4.7,18.6,6393.0,0.3,37.5,91.4,1.2,80.8,12.2,1.1
Management and Science University,Malaysia,,621-630,,,12.4,12.2,25.8,17.2,52.4,1.6,41.0,33.5,9.0,4374.0,0.3,90.5,94.1,1.0,45.3,10.1,1.0
Universitat Ramon Llull,Spain,601-800,621-630,37.0-41.8,,10.4,43.7,20.7,18.2,70.3,8.5,32.1,6.3,22.6,15125.0,0.2,94.7,32.2,2.4,72.6,15.6,1.4
University of Ljubljana,Slovenia,801-1000,621-630,32.7-36.9,,20.0,9.5,24.5,20.1,54.6,6.3,69.8,35.6,13.8,40607.0,0.09,4.5,10.7,59.3,42.4,48.9,17.2
Chang Gung University,Taiwan,601-800,621-630,37.0-41.8,,5.7,4.6,26.5,34.6,47.2,43.0,95.5,70.0,12.3,7017.0,0.05,4.3,4.7,1.4,28.5,7.9,4.1
Ajou University,South Korea,501-600,631-640,41.9-45.3,,15.5,15.4,35.6,37.7,52.8,17.4,92.3,65.1,14.9,7714.0,0.17,6.2,13.7,1.1,48.0,8.3,5.0
Boston College,United States,251-300,631-640,53.1-55.8,,20.5,12.9,43.5,30.5,84.6,21.5,60.7,19.3,14.9,13156.0,0.1,12.0,18.3,9.1,57.8,38.4,15.9
Saint Joseph University of Beirut,Lebanon,1201-1500,631-640,22.8-28.2,,9.2,27.6,32.6,10.9,24.2,2.5,27.0,46.8,10.9,7941.0,0.07,90.8,19.7,1.0,69.7,13.0,9.7
Palacký University Olomouc,Czech Republic,801-1000,631-640,32.7-36.9,,15.0,17.9,23.4,23.9,49.8,8.6,36.8,29.6,15.2,19474.0,0.14,33.3,19.5,54.0,61.8,9.5,23.7
University of New Mexico,United States,801-1000,631-640,32.7-36.9,,11.6,13.9,25.8,22.1,49.8,16.4,62.9,38.3,16.0,12305.0,0.06,15.7,4.0,57.5,45.6,9.3,33.8
Jinan University,China,501-600,631-640,41.9-45.3,,5.6,2.1,25.9,22.8,73.5,42.9,43.6,9.4,15.0,37555.0,0.3,36.7,85.2,9.6,63.1,7.3,5.0
Ritsumeikan University,Japan,1201-1500,631-640,22.8-28.2,,15.2,68.4,19.8,13.9,27.4,3.8,30.3,8.1,17.4,35119.0,0.1,24.7,10.2,2.0,46.8,8.7,2.2
Université de Lille,France,601-800,631-640,37.0-41.8,,25.3,4.2,32.5,23.2,58.6,14.6,67.2,4.4,31.5,79372.0,0.13,16.8,17.6,86.3,68.0,7.0,17.2
Universidad Central de Venezuela,Venezuela,,631-640,,,23.1,58.4,25.8,17.2,52.4,1.1,41.0,21.0,16.3,16267.0,0.06,13.5,10.25,1.2,45.3,14.3,1.1
Universidad de La Habana,Cuba,,641-650,,,19.5,17.3,25.8,17.2,52.4,1.6,41.0,72.9,16.3,16267.0,0.06,1.9,4.0,1.2,45.3,35.3,1.2
Free University of Bozen-Bolzano,Italy,351-400,641-650,49.1-51.0,,5.0,1.5,31.8,22.8,85.5,47.6,45.6,11.0,10.7,4244.0,0.14,74.8,26.3,11.1,78.6,8.0,1.9
Far Eastern Federal University,Russia,1201-1500,641-650,22.8-28.2,,10.6,3.5,31.5,19.6,21.0,1.8,26.6,94.9,12.9,15631.0,0.21,14.1,66.1,5.1,62.7,8.2,1.2
Pakistan Institute of Engineering and Applied Sciences,Pakistan,,641-650,,,5.5,9.5,25.8,17.2,52.4,34.4,41.0,76.6,16.3,16267.0,0.06,13.5,1.0,1.1,45.3,10.9,1.0
University of Bradford,United Kingdom,501-600,641-650,41.9-45.3,,8.7,7.3,23.3,22.4,73.8,18.1,58.1,8.2,19.5,8970.0,0.31,63.8,93.2,20.1,90.1,21.6,3.4
University of Oklahoma,United States,601-800,641-650,37.0-41.8,,9.6,10.6,34.1,20.9,60.8,34.3,65.8,16.3,14.1,21239.0,0.05,34.5,5.1,17.9,56.0,17.2,33.5
University of Houston,United States,501-600,641-650,41.9-45.3,,13.9,10.9,33.8,29.7,65.8,34.0,70.2,4.5,26.3,47963.0,0.07,8.5,9.3,34.0,50.8,29.2,27.8
"Lingnan University, Hong Kong",Hong Kong SAR,,641-650,,,9.3,5.5,25.8,17.2,52.4,16.3,41.0,14.6,16.3,16267.0,0.06,100.0,95.0,1.1,45.3,8.0,1.1
New Jersey Institute of Technology,United States,401-500,641-650,45.4-49.0,,3.9,6.1,27.4,23.5,69.2,27.5,69.8,14.0,14.5,9981.0,0.24,84.5,69.9,1.9,93.6,9.9,20.5
Kazakh National Agrarian University KazNAU,Kazakhstan,,641-650,,,17.4,13.1,25.8,17.2,52.4,1.1,41.0,79.8,16.3,16267.0,0.06,20.2,24.3,1.0,45.3,11.8,1.1
Memorial University of Newfoundland,Canada,501-600,641-650,41.9-45.3,,7.0,4.6,27.5,24.5,60.9,28.5,83.2,11.0,15.1,16318.0,0.23,25.3,71.9,36.5,85.7,11.8,31.0
University of Windsor,Canada,501-600,641-650,41.9-45.3,,3.6,4.8,28.7,29.8,56.7,33.1,60.7,2.3,34.1,14849.0,0.35,87.6,75.1,6.1,90.8,20.4,6.4
University of Modena and Reggio Emilia,Italy,401-500,641-650,45.4-49.0,,8.7,3.2,32.0,24.6,79.6,50.3,80.3,2.3,27.0,21836.0,0.05,3.9,3.8,21.4,40.2,13.9,57.4
The New School,United States,801-1000,641-650,32.7-36.9,,15.9,14.9,29.8,15.5,45.8,2.8,27.2,44.3,9.3,8644.0,0.34,6.0,91.7,1.2,61.1,24.7,1.1
Tallinn University of Technology,Estonia,601-800,651-660,37.0-41.8,,12.9,11.4,25.7,20.6,65.7,9.6,48.1,27.6,11.4,8521.0,0.14,49.5,25.0,48.5,69.1,32.0,3.5
COMSATS University Islamabad,Pakistan,601-800,651-660,37.0-41.8,,10.4,29.2,17.9,16.6,88.2,13.9,30.5,14.4,16.0,34323.0,0.01,1.6,1.6,62.6,50.0,8.1,50.9
