university,year_QS,rank_display,score,link,country,city,region,logo,type,research_output,student_faculty_ratio,international_students,size,faculty_count,University_Standard,year_THE,Rank,Name,Country,Overall,Teaching,Research Environment,Research Quality,Industry,International Outlook,rank_prefix
Kuwait University,2022,1001-1200,,https://www.topuniversities.com/universities/kuwait-university,Kuwait,Kuwait City,Asia,https://www.topuniversities.com/sites/default/files/kuwait-university_592560cf2aeae70239af5465_small.jpg,Public,Medium,22.0,"5,235",XL,"1,693",Kuwait University,2022,801–1000,Kuwait University,Kuwait,27.2–31.9,19.9,10.0,45.1,36.1,69.1,
Leeds Beckett University,2022,1001-1200,,https://www.topuniversities.com/universities/leeds-beckett-university,United Kingdom,Leeds,Europe,https://www.topuniversities.com/sites/default/files/leeds-beckett-university_592560cf2aeae70239af50f2_small.jpg,Public,High,19.0,"1,247",L,"1,015",Leeds Beckett University,2022,801–1000,Leeds Beckett University,United Kingdom,27.2–31.9,17.4,15.8,54.2,35.4,54.0,
Makerere University,2022,1001-1200,,https://www.topuniversities.com/universities/makerere-university,Uganda,Kampala,Africa,https://www.topuniversities.com/sites/default/files/makerere-university_15042_small.jpg,Public,High,24.0,"2,694",XL,"1,468",Makerere University,2022,601–800,Makerere University,Uganda,32.0–37.9,18.4,22.3,48.0,52.3,57.2,
Marquette University,2022,1001-1200,,https://www.topuniversities.com/universities/marquette-university,United States,Milwaukee,North America,https://www.topuniversities.com/sites/default/files/marquette-university_592560cf2aeae70239af4dac_small.jpg,Private,Very High,12.0,367,M,913,Marquette University,2022,801–1000,Marquette University,United States,27.2–31.9,35.3,16.3,38.3,37.1,27.2,
Meiji University,2022,1001-1200,,https://www.topuniversities.com/universities/meiji-university,Japan,Tokyo,Asia,https://www.topuniversities.com/sites/default/files/meiji-university_592560cf2aeae70239af5223_small.jpg,Private,High,19.0,"1,592",XL,"1,693",Meiji University,2022,1201+,Meiji University,Japan,10.6–22.3,18.8,8.6,7.8,36.6,28.3,
Mississippi State University,2022,1001-1200,,https://www.topuniversities.com/universities/mississippi-state-university,United States,Starkville,North America,https://www.topuniversities.com/sites/default/files/mississippi-state-university_592560cf2aeae70239af5196_small.jpg,Public,Very High,18.0,730,L,"1,103",Mississippi State University,2022,1001–1200,Mississippi State University,United States,22.4–27.1,20.8,18.1,38.8,39.8,29.6,
Mustansiriyah University,2022,1001-1200,,https://www.topuniversities.com/universities/mustansiriyah-university,Iraq,Baghdad,Asia,https://www.topuniversities.com/sites/default/files/-mustansiriyah-university_592560cf2aeae70239af5833_small.jpg,Public,Medium,8.0,"1,505",XL,"4,704",Mustansiriyah University,2022,1201+,Mustansiriyah University,Iraq,10.6–22.3,19.6,7.9,18.7,34.9,20.4,
Mutah University,2022,1001-1200,,https://www.topuniversities.com/universities/mutah-university,Jordan,Mu'tah,Asia,https://www.topuniversities.com/sites/default/files/mutah-university_592560e29988f300e232134e_small.jpg,Public,Medium,14.0,"1,807",M,699,Mutah University,2022,Reporter,Mutah University,Jordan,,,,,,,
National Dong Hwa University,2022,1001-1200,,https://www.topuniversities.com/universities/national-dong-hwa-university,Taiwan,Hualien City,Asia,https://www.topuniversities.com/sites/default/files/national-dong-hwa-university_1991_small.jpg,Public,Very High,17.0,804,M,563,National Dong Hwa University,2022,1001–1200,National Dong Hwa University,Taiwan,22.4–27.1,18.4,22.0,26.1,38.3,43.3,
National Taiwan Ocean University,2022,1001-1200,,https://www.topuniversities.com/universities/national-taiwan-ocean-university,Taiwan,Keelung City,Asia,https://www.topuniversities.com/sites/default/files/national-taiwan-ocean-university_592560cf2aeae70239af5249_small.jpg,Public,Very High,14.0,551,M,560,National Taiwan Ocean University,2022,1201+,National Taiwan Ocean University,Taiwan,10.6–22.3,19.3,22.4,16.8,62.2,31.4,
North-West University,2022,1001-1200,,https://www.topuniversities.com/universities/north-west-university,South Africa,Potchefstroom,Africa,https://www.topuniversities.com/sites/default/files/north-west-university_592560cf2aeae70239af4f48_small.jpg,Public,Very High,20.0,"1,016",XL,"1,659",North-West University,2022,501–600,North-West University,South Africa,38.1–40.8,22.6,19.1,75.5,39.1,49.0,
Northern Arizona University,2022,1001-1200,,https://www.topuniversities.com/universities/northern-arizona-university,United States,Flagstaff,North America,https://www.topuniversities.com/sites/default/files/northern-arizona-university_592560cf2aeae70239af51a1_small.jpg,Public,High,22.0,"1,162",L,"1,158",Northern Arizona University,2022,501–600,Northern Arizona University,United States,38.1–40.8,22.0,15.1,86.3,35.4,35.1,
Panjab University,2022,1001-1200,,https://www.topuniversities.com/universities/panjab-university,India,Chandigarh,Asia,https://www.topuniversities.com/sites/default/files/panjab-university_592560cf2aeae70239af4e1c_small.jpg,Public,Very High,17.0,43,L,"1,048",Panjab University,2022,601–800,Panjab University,India,32.0–37.9,32.9,14.8,52.6,35.4,16.5,
Portland State University,2022,1001-1200,,https://www.topuniversities.com/universities/portland-state-university,United States,Portland,North America,https://www.topuniversities.com/sites/default/files/portland-state-university_592560cf2aeae70239af51a6_small.jpg,Public,Very High,17.0,"1,230",L,"1,091",Portland State University,2022,801–1000,Portland State University,United States,27.2–31.9,22.9,20.1,38.5,36.1,30.3,
Rikkyo University,2022,1001-1200,,https://www.topuniversities.com/universities/rikkyo-university,Japan,Tokyo,Asia,https://www.topuniversities.com/sites/default/files/rikkyo-university_592560cf2aeae70239af5233_small.jpg,Private,High,17.0,"1,318",L,"1,236",Rikkyo University,2022,1001–1200,Rikkyo University,Japan,22.4–27.1,16.9,8.6,44.1,35.5,48.8,
Saitama University,2022,1001-1200,,https://www.topuniversities.com/universities/saitama-university,Japan,Saitama City,Asia,https://www.topuniversities.com/sites/default/files/saitama-university_592560cf2aeae70239af4ca2_small.jpg,Public,Very High,14.0,510,M,620,Saitama University,2022,1201+,Saitama University,Japan,10.6–22.3,20.1,13.6,17.7,37.1,34.6,
San Diego State University,2022,1001-1200,,https://www.topuniversities.com/universities/san-diego-state-university,United States,San Diego ,North America,https://www.topuniversities.com/sites/default/files/san-diego-state-university_1830_small.jpg,Public,Very High,25.0,"2,092",XL,"1,262",San Diego State University,2022,601–800,San Diego State University,United States,32.0–37.9,24.4,11.2,69.5,35.4,34.6,
Sheffield Hallam University,2022,1001-1200,,https://www.topuniversities.com/universities/sheffield-hallam-university,United Kingdom,,Europe,https://www.topuniversities.com/sites/default/files/sheffield-hallam-university_592560cf2aeae70239af50e0_small.jpg,Public,High,16.0,"3,201",L,"1,660",Sheffield Hallam University,2022,801–1000,Sheffield Hallam University,United Kingdom,27.2–31.9,17.9,13.5,46.8,35.2,54.0,
Slovak University of Agriculture in Nitra,2022,1001-1200,,https://www.topuniversities.com/universities/slovak-university-agriculture-nitra,Slovakia,,Europe,https://www.topuniversities.com/sites/default/files/slovak-university-of-agriculture-in-nitra_59883fafca24f350583de94e_small.jpg,Public,Very High,13.0,163,M,430,Slovak University of Agriculture in Nitra,2022,1201+,Slovak University of Agriculture in Nitra,Slovakia,10.6–22.3,20.5,10.3,15.4,36.3,44.5,
Suez Canal University,2022,1001-1200,,https://www.topuniversities.com/universities/suez-canal-university,Egypt,,Africa,https://www.topuniversities.com/sites/default/files/suez-canal-university_592560e29988f300e23212c0_small.jpg,Public,Medium,12.0,493,XL,"3,365",Suez Canal University,2022,501–600,Suez Canal University,Egypt,38.1–40.8,19.0,8.2,90.4,37.2,46.8,
Tallinn University,2022,1001-1200,,https://www.topuniversities.com/universities/tallinn-university,Estonia,Tallinn,Europe,https://www.topuniversities.com/sites/default/files/tallinn-university-_592560cf2aeae70239af567b_small.jpg,Public,Very High,20.0,824,M,314,Tallinn University,2022,1001–1200,Tallinn University,Estonia,22.4–27.1,19.8,20.7,21.4,35.3,69.5,
Telkom University,2022,1001-1200,,https://www.topuniversities.com/universities/telkom-university,Indonesia,Bandung,Asia,https://www.topuniversities.com/sites/default/files/telkom-university_592560cf2aeae70239af4e4b_small.jpg,Private,High,12.0,458,L,"1,794",Telkom University,2022,1201+,Telkom University,Indonesia,10.6–22.3,13.8,9.7,31.0,35.3,15.9,
Tokai University,2022,1001-1200,,https://www.topuniversities.com/universities/tokai-university,Japan,Hiratsuka City,Asia,https://www.topuniversities.com/sites/default/files/tokai-university_592560cf2aeae70239af4ce7_small.jpg,Private,High,14.0,991,L,"2,079",Tokai University,2022,1201+,Tokai University,Japan,10.6–22.3,18.3,11.7,17.9,37.8,25.5,
Ton Duc Thang University,2022,1001-1200,,https://www.topuniversities.com/universities/ton-duc-thang-university,Vietnam,Ho Chi Minh City,Asia,https://www.topuniversities.com/sites/default/files/ton-duc-thang-university_592560e19988f300e2320e3c_small.jpg,Private,Very High,18.0,378,L,"1,512",Ton Duc Thang University,2022,401–500,Ton Duc Thang University,Vietnam,40.9–44.0,14.5,13.4,99.3,38.4,62.6,
Universidade Federal da Bahia,2022,1001-1200,,https://www.topuniversities.com/universities/universidade-federal-da-bahia,Brazil,Salvador,Latin America,https://www.topuniversities.com/sites/default/files/universidade-federal-da-bahia_592560cf2aeae70239af5146_small.jpg,Public,High,16.0,438,XL,"2,629",Universidade Federal da Bahia,2022,1201+,Universidade Federal da Bahia,Brazil,10.6–22.3,23.8,14.3,22.7,35.1,23.7,
Universidade Federal do Ceará (UFC),2022,1001-1200,,https://www.topuniversities.com/universities/universidade-federal-do-ceara-ufc,Brazil,Fortaleza,Latin America,https://www.topuniversities.com/sites/default/files/universidade-federal-do-cear-ufc_592560cf2aeae70239af5148_small.jpg,Public,High,16.0,310,XL,"2,098",Universidade Federal do Ceará (UFC),2022,1201+,Universidade Federal do Ceará (UFC),Brazil,10.6–22.3,22.4,12.1,17.8,36.1,26.4,
Universidade do Estado do Rio de Janeiro (UERJ),2022,1001-1200,,https://www.topuniversities.com/universities/universidade-do-estado-do-rio-de-janeiro-uerj,Brazil,Rio de Janeiro,Latin America,https://www.topuniversities.com/sites/default/files/universidade-do-estado-do-rio-de-janeiro-uerj_592560cf2aeae70239af5525_small.jpg,Public,High,13.0,140,XL,"2,558",Universidade do Estado do Rio de Janeiro (UERJ),2022,1201+,Universidade do Estado do Rio de Janeiro (UERJ),Brazil,10.6–22.3,25.9,11.1,16.3,39.6,22.9,
Universiti Malaysia Sarawak (UNIMAS),2022,1001-1200,,https://www.topuniversities.com/universities/universiti-malaysia-sarawak-unimas,Malaysia,Kuching,Asia,https://www.topuniversities.com/sites/default/files/universiti-malaysia-sarawak-unimas_592560cf2aeae70239af523e_small.jpg,Public,Medium,15.0,885,L,894,Universiti Malaysia Sarawak (UNIMAS),2022,1201+,Universiti Malaysia Sarawak (UNIMAS),Malaysia,10.6–22.3,23.0,10.6,13.5,35.8,48.7,
Universiti Malaysia Terengganu (UMT),2022,1001-1200,,https://www.topuniversities.com/universities/universiti-malaysia-terengganu-umt,Malaysia,Kuala Terengganu,Asia,https://www.topuniversities.com/sites/default/files/universiti-malaysia-terengganu-umt_1987_small.jpg,Public,Very High,13.0,476,M,652,Universiti Malaysia Terengganu (UMT),2022,1201+,Universiti Malaysia Terengganu (UMT),Malaysia,10.6–22.3,18.6,14.3,17.9,35.3,36.3,
"University of Agriculture, Faisalabad",2022,1001-1200,,https://www.topuniversities.com/universities/university-agriculture-faisalabad,Pakistan,Faisalabad,Asia,https://www.topuniversities.com/sites/default/files/university-of-agriculture-faisalabad_776_small.jpg,Public,Very High,40.0,59,L,701,"University of Agriculture, Faisalabad",2022,801–1000,"University of Agriculture, Faisalabad",Pakistan,27.2–31.9,19.1,16.1,44.9,48.9,42.8,
University of Belgrade,2022,1001-1200,,https://www.topuniversities.com/universities/university-belgrade,Serbia,Belgrade,Europe,https://www.topuniversities.com/sites/default/files/university-of-belgrade_2243_small.jpg,Public,Very High,21.0,"4,610",XL,"4,674",University of Belgrade,2022,801–1000,University of Belgrade,Serbia,27.2–31.9,20.1,27.5,40.8,40.9,41.7,
University of Bucharest,2022,1001-1200,,https://www.topuniversities.com/universities/university-bucharest,Romania,Bucharest,Europe,https://www.topuniversities.com/sites/default/files/university-of-bucharest_77_small.jpg,Public,Very High,17.0,718,XL,"1,972",University of Bucharest,2022,1201+,University of Bucharest,Romania,10.6–22.3,29.8,17.6,16.1,38.1,30.0,
University of Calabria,2022,1001-1200,,https://www.topuniversities.com/universities/university-calabria,Italy,Rende,Europe,https://www.topuniversities.com/sites/default/files/university-of-calabria_592560cf2aeae70239af5821_small.jpg,Public,Very High,24.0,796,L,954,University of Calabria,2022,601–800,University of Calabria,Italy,32.0–37.9,16.2,17.6,62.3,35.5,38.2,
University of Colombo,2022,1001-1200,,https://www.topuniversities.com/universities/university-colombo,Sri Lanka,"Colombo,",Asia,https://www.topuniversities.com/sites/default/files/university-of-colombo_592560cf2aeae70239af4b0a_small.jpg,Public,High,27.0,107,L,837,University of Colombo,2022,801–1000,University of Colombo,Sri Lanka,27.2–31.9,27.6,9.3,52.3,34.9,37.6,
University of Derby,2022,1001-1200,,https://www.topuniversities.com/universities/university-derby,United Kingdom,Derby,Europe,https://www.topuniversities.com/sites/default/files/university-of-derby_592560cf2aeae70239af4d46_small.jpg,Public,High,15.0,"2,764",L,"1,065",University of Derby,2022,601–800,University of Derby,United Kingdom,32.0–37.9,17.2,11.7,59.2,35.2,67.3,
University of Ghana,2022,1001-1200,,https://www.topuniversities.com/universities/university-ghana,Ghana,Legon,Africa,https://www.topuniversities.com/sites/default/files/university-of-ghana_15046_small.jpg,Public,High,25.0,606,XL,"1,497",University of Ghana,2022,1001–1200,University of Ghana,Ghana,22.4–27.1,18.2,15.6,30.6,46.8,48.8,
University of Karachi,2022,1001-1200,,https://www.topuniversities.com/universities/university-karachi,Pakistan,Karachi,Asia,https://www.topuniversities.com/sites/default/files/university-of-karachi_592560cf2aeae70239af4d40_small.jpg,Public,High,41.0,107,XL,"1,063",University of Karachi,2022,1201+,University of Karachi,Pakistan,10.6–22.3,19.0,13.5,6.8,34.9,37.0,
University of Kufa,2022,1001-1200,,https://www.topuniversities.com/universities/university-kufa,Iraq,Kufa,Asia,https://www.topuniversities.com/sites/default/files/university-of-kufa_592560cf2aeae70239af5696_small.jpg,Public,Medium,11.0,43,L,"2,356",University of Kufa,2022,Reporter,University of Kufa,Iraq,,,,,,,
University of Latvia,2022,1001-1200,,https://www.topuniversities.com/universities/university-latvia,Latvia,Riga,Europe,https://www.topuniversities.com/sites/default/files/university-of-latvia_592560cf2aeae70239af5637_small.jpg,Public,High,21.0,871,L,570,University of Latvia,2022,601–800,University of Latvia,Latvia,32.0–37.9,19.7,27.1,50.3,45.9,53.7,
University of Miskolc,2022,1001-1200,,https://www.topuniversities.com/universities/university-miskolc,Hungary,Miskolc,Europe,https://www.topuniversities.com/sites/default/files/university-of-miskolc-_592560cf2aeae70239af4fee_small.jpg,Private,High,12.0,427,M,653,University of Miskolc,2022,1201+,University of Miskolc,Hungary,10.6–22.3,29.7,9.6,7.5,37.4,30.1,
University of Mumbai,2022,1001-1200,,https://www.topuniversities.com/universities/university-mumbai,India,Mumbai,Asia,https://www.topuniversities.com/sites/default/files/university-of-mumbai_592560cf2aeae70239af4c26_small.jpg,Public,Very High,8.0,,S,,University of Mumbai,2022,1001–1200,University of Mumbai,India,22.4–27.1,28.3,28.1,12.4,36.6,15.6,
