qs_2025_rank,qs_2024_rank,qs_institution_name,qs_location,qs_location_full,qs_size,qs_academic_reputation,qs_employer_reputation,qs_faculty_student,qs_citations_per_faculty,qs_international_faculty,qs_international_students,qs_international_research_network,qs_employment_outcomes,qs_sustainability,qs_qs_overall_score,the_rank,the_name,the_scores_overall,the_scores_overall_rank,the_scores_teaching,the_scores_teaching_rank,unnamed_22,the_scores_research,the_scores_citations,the_scores_citations_rank,the_scores_industry_income,the_scores_industry_income_rank,the_scores_international_outlook,the_scores_international_outlook_rank,the_record_type,the_member_level,the_url,the_nid,the_location,the_stats_number_students,the_stats_student_staff_ratio,the_stats_pc_intl_students,the_stats_female_male_ratio,the_aliases,the_subjects_offered,the_closed,the_unaccredited,the_disabled,the_website_url,qs_rank_band,the_rank_band,qs_rank_clean,the_rank_clean,university_name,rank_difference,absolute_rank_difference,qs_rank_category,the_rank_category,ranking_comparison,academic_reputation_score,faculty_student_ratio_score,global_score
554,551,Hasselt University,BE,Belgium,M,5.8,3.3,82.1,15.4,74.2,25.3,69.6,2.4,26.8,22.4,351â€“400,Hasselt University,49.1â€“51.0,3690,33.5,519,38.1,283,69.1,577,83.9,219,71.6,381,master_account,0,/world-university-rankings/hasselt-university,587910,Belgium,5749,30.9,0.14,"2 days, 2:50:00",Hasselt University,"Sport Science,Chemical Engineering,Civil Engineering,Mechanical & Aerospace Engineering,Economics & Econometrics,Education,Art, Performing Arts & Design,Geology, Environmental, Earth & Marine Sciences,Computer Science,Electrical & Electronic Engineering,Mathematics & Statistics,Business & Management,Biological Sciences,Other Health,Law,Communication & Media Studies,Accounting & Finance,General Engineering,Physics & Astronomy,Architecture,Medicine & Dentistry,Sociology,Chemistry,Agriculture & Forestry",False,False,False,,554,351â€“400,554.0,161.0,Hasselt University,26.0,84.5,Above 500,Unknown,Unavailable,5.8,82.1,23.44
554,731-740,Jordan University of Science & Technology,JO,Jordan,M,21.0,30.7,18.8,5.6,38.2,67.7,55.5,4.3,24.5,22.4,801â€“1000,Jordan University of Science and Technology,32.7â€“36.9,8930,19.8,1389,13.6,1239,67.3,615,40.8,960,61.1,559,master_account,0,/world-university-rankings/jordan-university-science-and-technology,131603,Jordan,21161,13.3,0.17,"2 days, 8:44:00",Jordan University of Science and Technology,"Languages, Literature & Linguistics,Civil Engineering,Veterinary Science,Computer Science,Biological Sciences,Electrical & Electronic Engineering,Other Health,Physics & Astronomy,Agriculture & Forestry,General Engineering,Medicine & Dentistry,Chemistry,Chemical Engineering,Architecture,Mathematics & Statistics,Mechanical & Aerospace Engineering",False,False,False,,554,801â€“1000,554.0,161.0,Jordan University of Science & Technology,26.0,84.5,Above 500,Unknown,Unavailable,21.0,18.8,23.42
554,538,Universiti Utara Malaysia (UUM),MY,Malaysia,M,22.0,25.4,38.8,8.2,19.4,79.3,34.1,12.3,5.3,22.4,401â€“500,Universiti Utara Malaysia,45.4â€“49.0,4940,38.4,352,27.6,526,69.7,562,28.1,1235,78.7,274,master_account,0,/world-university-rankings/universiti-utara-malaysia,131511,Malaysia,12229,11.5,0.3,"3 days, 1:27:00",Universiti Utara Malaysia,"Business & Management,Computer Science,Psychology,Sociology,History, Philosophy & Theology,Law,Politics & International Studies (incl Development Studies),Accounting & Finance,Communication & Media Studies,Economics & Econometrics,Mathematics & Statistics,Languages, Literature & Linguistics,Education,Art, Performing Arts & Design,Geography",False,False,False,,554,401â€“500,554.0,161.0,Universiti Utara Malaysia (UUM),26.0,84.5,Above 500,Unknown,Unavailable,22.0,38.8,23.45
554,691-700,University of Dhaka,BD,Bangladesh,XL,23.0,45.6,11.2,2.9,1.6,1.0,52.0,93.7,11.8,22.4,801â€“1000,University of Dhaka,32.7â€“36.9,8550,17.5,1594,10.0,1639,68.8,585,18.1,1657,48.5,850,master_account,0,/world-university-rankings/university-dhaka,131689,Bangladesh,216258,15.3,0.03,"2 days, 2:50:00",University of Dhaka,"Geography,Biological Sciences,Communication & Media Studies,History, Philosophy & Theology,Computer Science,Business & Management,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Sociology,Chemical Engineering,Psychology,Politics & International Studies (incl Development Studies),Law,Languages, Literature & Linguistics,Chemistry,Electrical & Electronic Engineering,Economics & Econometrics,General Engineering,Art, Performing Arts & Design,Education,Mathematics & Statistics,Physics & Astronomy",False,False,False,,554,801â€“1000,554.0,161.0,University of Dhaka,26.0,84.5,Above 500,Unknown,Unavailable,23.0,11.2,23.44
554,542,University Ulm,DE,Germany,M,7.4,5.5,78.5,31.2,39.6,21.0,61.1,2.9,2.1,22.4,193,Ulm University,59,1970,40.6,292,41.2,233,87.9,156,99.6,56,63.0,518,master_account,0,/world-university-rankings/ulm-university,687,Germany,10301,26.4,0.13,"2 days, 3:49:00",Ulm University,"Other Health,Electrical & Electronic Engineering,Computer Science,Chemical Engineering,Psychology,Sport Science,Biological Sciences,Chemistry,Education,Medicine & Dentistry,Mathematics & Statistics,Physics & Astronomy",False,False,False,,554,193,554.0,193.0,University Ulm,-361.0,361.0,Above 500,101-500,THE Higher,7.4,78.5,23.47
559,534,Peter the Great St. Petersburg Polytechnic University,RU,Russia,L,16.0,10.9,74.3,2.9,14.1,84.0,64.7,4.9,11.2,22.3,351â€“400,Peter the Great St Petersburg Polytechnic University,49.1â€“51.0,3860,43.4,235,31.3,434,67.4,613,61.6,622,65.2,482,master_account,0,/world-university-rankings/st-petersburg-state-polytechnical-university,131339,Russian Federation,16400,10.0,0.33,"1 day, 18:58:00",Peter the Great St Petersburg Polytechnic University,"Languages, Literature & Linguistics,Chemistry,Mechanical & Aerospace Engineering,Law,Biological Sciences,Education,Art, Performing Arts & Design,Sport Science,Psychology,Civil Engineering,Politics & International Studies (incl Development Studies),Computer Science,Physics & Astronomy,Accounting & Finance,General Engineering,Communication & Media Studies,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Chemical Engineering,Sociology,History, Philosophy & Theology,Mathematics & Statistics,Business & Management",False,False,True,,559,351â€“400,559.0,161.0,Peter the Great St. Petersburg Polytechnic University,26.0,84.5,Above 500,Unknown,Unavailable,16.0,74.3,23.39
559,498,Ulster University,UK,United Kingdom,L,8.1,11.3,9.6,11.5,99.8,77.6,73.4,6.8,62.2,22.3,601â€“800,Ulster University,37.0â€“41.8,7860,21.3,1283,22.4,717,62.0,737,50.1,806,82.4,215,master_account,0,/world-university-rankings/university-ulster,128788,United Kingdom,19825,20.1,0.1,"2 days, 8:44:00",Ulster University,"Architecture,Sport Science,Computer Science,Communication & Media Studies,History, Philosophy & Theology,Civil Engineering,Business & Management,General Engineering,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Chemical Engineering,Psychology,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Education,Languages, Literature & Linguistics,Other Health,Sociology,Medicine & Dentistry,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Law,Economics & Econometrics,Biological Sciences",False,False,False,https://www.timeshighereducation.com/student/register-interest/siuk?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-23766844,559,601â€“800,559.0,161.0,Ulster University,26.0,84.5,Above 500,Unknown,Unavailable,8.1,9.6,23.38
559,601-610,Umm Al-Qura University,SA,Saudi Arabia,XL,20.7,12.8,54.7,2.2,100.0,16.0,59.7,6.7,3.1,22.3,601â€“800,Umm Al-Qura University,37.0â€“41.8,7870,33.3,531,14.4,1172,62.2,728,53.2,748,73.1,363,master_account,0,/world-university-rankings/umm-al-qura-university,623343,Saudi Arabia,35180,9.6,0.07,"2 days, 5:47:00",Umm Al-Qura University,"Civil Engineering,Communication & Media Studies,Mathematics & Statistics,Geography,Medicine & Dentistry,Chemistry,Education,Biological Sciences,Sociology,Other Health,Geology, Environmental, Earth & Marine Sciences,Psychology,Physics & Astronomy,Law,Computer Science,Languages, Literature & Linguistics,Economics & Econometrics,General Engineering,Art, Performing Arts & Design,Business & Management,Mechanical & Aerospace Engineering,Architecture,Electrical & Electronic Engineering,History, Philosophy & Theology,Accounting & Finance",False,False,False,,559,601â€“800,559.0,161.0,Umm Al-Qura University,26.0,84.5,Above 500,Unknown,Unavailable,20.7,54.7,23.32
562,525,Universiti Teknologi Brunei,BN,Brunei,S,15.4,6.3,88.5,9.9,100.0,5.8,15.9,14.7,1.4,22.2,Reporter,Universiti Teknologi Brunei,,1000687,,0,,0,,0,,0,,0,master_account,0,/world-university-rankings/universiti-teknologi-brunei,621570,Brunei Darussalam,1306,6.7,0.07,"1 day, 21:55:00",Universiti Teknologi Brunei,"Architecture,Accounting & Finance,Chemical Engineering,Civil Engineering,Electrical & Electronic Engineering,Business & Management,Computer Science",False,False,False,,562,Reporter,562.0,161.0,Universiti Teknologi Brunei,26.0,84.5,Above 500,Unknown,Unavailable,15.4,88.5,23.28
564,701-710,EÃ¶tvÃ¶s LorÃ¡nd University,HU,Hungary,L,23.3,22.6,10.7,6.1,5.2,11.0,71.3,60.9,61.9,22.1,801â€“1000,EÃ¶tvÃ¶s LorÃ¡nd University,32.7â€“36.9,8560,28.6,764,19.2,855,57.3,836,33.4,1124,51.3,760,master_account,11,/world-university-rankings/eotvos-lorand-university,131314,Hungary,30414,17.8,0.11,"2 days, 13:39:00",EÃ¶tvÃ¶s LorÃ¡nd University,"Physics & Astronomy,Education,Languages, Literature & Linguistics,Sociology,Art, Performing Arts & Design,Communication & Media Studies,History, Philosophy & Theology,Sport Science,Law,Politics & International Studies (incl Development Studies),Accounting & Finance,Computer Science,Geography,Business & Management,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Archaeology,Chemistry,Psychology,Mathematics & Statistics,Economics & Econometrics,Biological Sciences",False,False,False,,564,801â€“1000,564.0,161.0,EÃ¶tvÃ¶s LorÃ¡nd University,26.0,84.5,Above 500,Unknown,Unavailable,23.3,10.7,23.18
565,444,University of Connecticut,US,United States,L,14.4,8.1,18.2,29.8,27.4,19.4,88.0,23.3,37.6,22,351â€“400,University of Connecticut,49.1â€“51.0,3620,41.2,274,30.2,465,72.8,486,68.7,462,64.6,492,public,0,/world-university-rankings/university-connecticut,879,United States,28128,13.1,0.11,"2 days, 5:47:00",University of Connecticut,"Architecture,Biological Sciences,Law,Medicine & Dentistry,Agriculture & Forestry,Sociology,General Engineering,Communication & Media Studies,Accounting & Finance,Art, Performing Arts & Design,Chemical Engineering,Mathematics & Statistics,Business & Management,Languages, Literature & Linguistics,Other Health,Sport Science,Education,Computer Science,Physics & Astronomy,Psychology,Archaeology,Veterinary Science,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Chemistry,History, Philosophy & Theology,Civil Engineering,Politics & International Studies (incl Development Studies),Geography,Economics & Econometrics",False,False,False,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-04748462,565,351â€“400,565.0,161.0,University of Connecticut,26.0,84.5,Above 500,Unknown,Unavailable,14.4,18.2,23.1
567,571,Chiang Mai University,TH,Thailand,XL,34.8,17.1,17.3,4.2,4.8,4.2,62.5,19.1,56.1,21.9,801â€“1000,Chiang Mai University,32.7â€“36.9,8390,28.5,772,19.1,858,46.3,1086,58.1,678,39.5,1131,master_account,0,/world-university-rankings/chiang-mai-university,997,Thailand,33649,13.6,0.04,"2 days, 13:39:00",Chiang Mai University,"Education,History, Philosophy & Theology,Art, Performing Arts & Design,Sport Science,Politics & International Studies (incl Development Studies),Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Communication & Media Studies,Other Health,Architecture,Psychology,Medicine & Dentistry,Agriculture & Forestry,Electrical & Electronic Engineering,General Engineering,Archaeology,Civil Engineering,Veterinary Science,Economics & Econometrics,Languages, Literature & Linguistics,Geography,Business & Management,Accounting & Finance,Sociology,Computer Science,Physics & Astronomy,Biological Sciences,Law,Mechanical & Aerospace Engineering,Chemistry",False,False,False,,567,801â€“1000,567.0,161.0,Chiang Mai University,26.0,84.5,Above 500,Unknown,Unavailable,34.8,17.3,22.91
567,577,Lebanese University,LB,Lebanon,XL,29.0,34.4,10.1,2.2,43.8,29.5,43.7,29.9,5.8,21.9,801â€“1000,Lebanese University,32.7â€“36.9,9100,42.8,246,22.3,718,23.6,1592,17.7,1686,78.8,266,master_account,0,/world-university-rankings/lebanese-university,624447,Lebanon,46704,14.6,0.16,"2 days, 22:30:00",Lebanese University,"Other Health,Sport Science,Accounting & Finance,Architecture,Chemical Engineering,Geography,Economics & Econometrics,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Biological Sciences,Psychology,Art, Performing Arts & Design,General Engineering,Physics & Astronomy,Law,Archaeology,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Computer Science,Mathematics & Statistics,Education,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Chemistry,Medicine & Dentistry,Veterinary Science,Communication & Media Studies,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Sociology,Business & Management",False,False,False,,567,801â€“1000,567.0,161.0,Lebanese University,26.0,84.5,Above 500,Unknown,Unavailable,29.0,10.1,22.94
570,556,"University of Chemistry and Technology, Prague",CZ,Czech Republic,S,5.6,9.3,98.4,13.5,23.9,78.4,34.9,4.2,3.4,21.8,1001â€“1200,"University of Chemistry and Technology, Prague",28.3â€“32.6,10320,32.8,551,14.7,1145,29.0,1469,45.7,882,51.0,770,master_account,0,/world-university-rankings/university-chemistry-and-technology-prague,131697,Czech Republic,4061,8.3,0.23,"2 days, 9:43:00","University of Chemistry and Technology, Prague","Chemistry,Business & Management,Education,Mathematics & Statistics,Mechanical & Aerospace Engineering,Biological Sciences,Chemical Engineering,Economics & Econometrics,Accounting & Finance,General Engineering,Geology, Environmental, Earth & Marine Sciences",False,False,False,,570,1001â€“1200,570.0,161.0,"University of Chemistry and Technology, Prague",26.0,84.5,Above 500,Unknown,Unavailable,5.6,98.4,22.86
570,601-610,University of Szeged,HU,Hungary,L,18.5,16.8,37.0,4.8,11.8,41.2,73.1,15.0,61.9,21.8,1001â€“1200,University of Szeged,28.3â€“32.6,11730,29.9,697,15.8,1063,40.5,1215,48.1,840,57.8,627,master_account,0,/world-university-rankings/university-szeged,1005,Hungary,20050,12.3,0.2,"2 days, 8:44:00",University of Szeged,"Sociology,Other Health,Chemistry,Geology, Environmental, Earth & Marine Sciences,Mechanical & Aerospace Engineering,Chemical Engineering,Business & Management,Communication & Media Studies,Medicine & Dentistry,Electrical & Electronic Engineering,Law,Physics & Astronomy,Economics & Econometrics,Art, Performing Arts & Design,Accounting & Finance,Computer Science,History, Philosophy & Theology,Politics & International Studies (incl Development Studies),Geography,Sport Science,Agriculture & Forestry,Psychology,Archaeology,Languages, Literature & Linguistics,Biological Sciences,Education,Mathematics & Statistics",False,False,False,,570,1001â€“1200,570.0,161.0,University of Szeged,26.0,84.5,Above 500,Unknown,Unavailable,18.5,37.0,22.88
570,741-750,University of the Punjab,PK,Pakistan,XL,15.6,52.2,4.5,11.6,3.2,1.3,62.2,81.4,4.3,21.8,801â€“1000,University of the Punjab,32.7â€“36.9,9520,27.7,825,14.7,1149,62.4,723,24.9,1341,46.7,905,master_account,0,/world-university-rankings/university-punjab,621513,Pakistan,28692,22.0,0.01,"2 days, 4:48:00",University of the Punjab,"Chemical Engineering,Accounting & Finance,Languages, Literature & Linguistics,Physics & Astronomy,Chemistry,Economics & Econometrics,Sport Science,Psychology,Sociology,Geography,Geology, Environmental, Earth & Marine Sciences,Business & Management,Agriculture & Forestry,Biological Sciences,Electrical & Electronic Engineering,Communication & Media Studies,Archaeology,Mathematics & Statistics,General Engineering,Other Health,History, Philosophy & Theology,Politics & International Studies (incl Development Studies),Computer Science,Education,Architecture,Law,Art, Performing Arts & Design",False,False,False,,570,801â€“1000,570.0,161.0,University of the Punjab,26.0,84.5,Above 500,Unknown,Unavailable,15.6,4.5,22.9
573,461,Florida State University,US,United States,XL,25.6,18.1,7.2,24.8,10.0,4.2,71.9,18.4,26.8,21.6,251â€“300,Florida State University,53.1â€“55.8,2600,38.2,358,38.6,269,79.4,334,68.2,475,58.8,610,public,0,/world-university-rankings/florida-state-university,131777,United States,39831,24.6,0.06,"2 days, 10:42:00",Florida State University,"Archaeology,Geology, Environmental, Earth & Marine Sciences,Sport Science,Biological Sciences,Medicine & Dentistry,Chemical Engineering,Accounting & Finance,Education,Communication & Media Studies,Architecture,Sociology,General Engineering,History, Philosophy & Theology,Physics & Astronomy,Law,Mathematics & Statistics,Other Health,Computer Science,Economics & Econometrics,Languages, Literature & Linguistics,Civil Engineering,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Geography,Art, Performing Arts & Design,Business & Management,Chemistry,Mechanical & Aerospace Engineering,Psychology",False,False,False,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-92186279,573,251â€“300,573.0,161.0,Florida State University,26.0,84.5,Above 500,Unknown,Unavailable,25.6,7.2,22.64
574,556,Florida International University,US,United States,XL,15.3,22.5,11.8,12.6,20.3,12.9,86.7,16.6,81.2,21.5,401â€“500,Florida International University,45.4â€“49.0,4280,31.0,640,29.3,487,74.2,461,61.5,623,51.0,771,public,0,/world-university-rankings/florida-international-university,909,United States,35006,22.4,0.09,"2 days, 12:40:00",Florida International University,"Business & Management,Chemistry,Mechanical & Aerospace Engineering,Accounting & Finance,Electrical & Electronic Engineering,General Engineering,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Psychology,Biological Sciences,Civil Engineering,Politics & International Studies (incl Development Studies),Education,Communication & Media Studies,Medicine & Dentistry,Languages, Literature & Linguistics,Physics & Astronomy,Sociology,Other Health,Art, Performing Arts & Design,Computer Science,Architecture,Mathematics & Statistics,Geography,History, Philosophy & Theology,Law",False,False,False,,574,401â€“500,574.0,161.0,Florida International University,26.0,84.5,Above 500,Unknown,Unavailable,15.3,11.8,22.55
574,671-680,University of Debrecen,HU,Hungary,L,17.9,13.9,34.0,3.9,10.6,70.0,76.7,21.4,39.5,21.5,601â€“800,University of Debrecen,37.0â€“41.8,6400,41.2,275,22.5,706,40.7,1209,51.1,789,59.7,590,master_account,6,/world-university-rankings/university-debrecen,986,Hungary,19964,12.0,0.24,"2 days, 8:44:00",University of Debrecen,"History, Philosophy & Theology,Biological Sciences,Other Health,Mathematics & Statistics,Law,Electrical & Electronic Engineering,Geography,Architecture,Sport Science,Psychology,Mechanical & Aerospace Engineering,Physics & Astronomy,Economics & Econometrics,Languages, Literature & Linguistics,Chemical Engineering,Sociology,Art, Performing Arts & Design,Civil Engineering,Politics & International Studies (incl Development Studies),Business & Management,Computer Science,Geology, Environmental, Earth & Marine Sciences,General Engineering,Communication & Media Studies,Medicine & Dentistry,Agriculture & Forestry,Chemistry,Accounting & Finance,Education",False,False,False,,574,601â€“800,574.0,161.0,University of Debrecen,26.0,84.5,Above 500,Unknown,Unavailable,17.9,34.0,22.54
